Data;Pivô;Causa;Tipo;Horas
"2024-03-11";"121";"Demanda de Energia / Operacional";"Operacional";"17.15"
"2024-03-11";"123";"Demanda de Energia / Operacional";"Operacional";"17.15"
"2024-03-11";"130";"Demanda de Energia / Operacional";"Operacional";"17.15"
"2024-03-11";"132";"Demanda de Energia / Operacional";"Operacional";"17.15"
"2024-03-11";"10";"Demanda de Energia / Operacional";"Operacional";"2.5667"
"2024-03-11";"11";"Demanda de Energia / Operacional";"Operacional";"1.5667"
"2024-03-11";"20";"Demanda de Energia / Operacional";"Operacional";"1.0667"
"2024-03-11";"44";"Demanda de Energia / Operacional";"Operacional";"1.05"
"2024-03-11";"48";"Demanda de Energia / Operacional";"Operacional";"16.9833"
"2024-03-11";"43";"Demanda de Energia / Operacional";"Operacional";"2.1"
"2024-03-11";"4";"Demanda de Energia / Operacional";"Operacional";"3.1667"
"2024-03-11";"17";"Demanda de Energia / Operacional";"Operacional";"7.8333"
"2024-03-11";"43";"Demanda de Energia / Operacional";"Operacional";"3.9"
"2024-03-11";"24";"Demanda de Energia / Operacional";"Operacional";"8.5333"
"2024-03-12";"18";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-12";"57";"Demanda de Energia / Operacional";"Operacional";"10.1333"
"2024-03-12";"74";"Demanda de Energia / Operacional";"Operacional";"17.35"
"2024-03-12";"17";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-12";"15";"Demanda de Energia / Operacional";"Operacional";"16.9833"
"2024-03-12";"109";"Demanda de Energia / Operacional";"Operacional";"18.9667"
"2024-03-12";"70";"Demanda de Energia / Operacional";"Operacional";"3.95"
"2024-03-12";"3";"Demanda de Energia / Operacional";"Operacional";"2.6167"
"2024-03-12";"24";"Demanda de Energia / Operacional";"Operacional";"13.3667"
"2024-03-12";"33";"Demanda de Energia / Operacional";"Operacional";"16.9833"
"2024-03-12";"43";"Demanda de Energia / Operacional";"Operacional";"1.6667"
"2024-03-12";"103";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-12";"104";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-12";"123";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-12";"126";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-13";"44";"Demanda de Energia / Operacional";"Operacional";"4.2833"
"2024-03-13";"103";"Demanda de Energia / Operacional";"Operacional";"10.0833"
"2024-03-13";"104";"Demanda de Energia / Operacional";"Operacional";"9.5"
"2024-03-13";"117";"Demanda de Energia / Operacional";"Operacional";"13.3"
"2024-03-13";"126";"Demanda de Energia / Operacional";"Operacional";"5"
"2024-03-13";"123";"Demanda de Energia / Operacional";"Operacional";"5"
"2024-03-13";"34";"Demanda de Energia / Operacional";"Operacional";"14.1833"
"2024-03-13";"5";"Demanda de Energia / Operacional";"Operacional";"4.0667"
"2024-03-13";"11";"Demanda de Energia / Operacional";"Operacional";"2.8333"
"2024-03-13";"114";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-13";"120";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-13";"122";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-13";"133";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-13";"32";"Demanda de Energia / Operacional";"Operacional";"2.2"
"2024-03-14";"16";"Demanda de Energia / Operacional";"Operacional";"9.2167"
"2024-03-14";"114";"Demanda de Energia / Operacional";"Operacional";"9.5833"
"2024-03-14";"120";"Demanda de Energia / Operacional";"Operacional";"15.5333"
"2024-03-14";"122";"Demanda de Energia / Operacional";"Operacional";"15.5333"
"2024-03-14";"133";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-14";"74";"Demanda de Energia / Operacional";"Operacional";"18.45"
"2024-03-14";"73";"Demanda de Energia / Operacional";"Operacional";"16.6833"
"2024-03-14";"102";"Demanda de Energia / Operacional";"Operacional";"9.8667"
"2024-03-14";"32";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-14";"37";"Demanda de Energia / Operacional";"Operacional";"5.4"
"2024-03-14";"35";"Demanda de Energia / Operacional";"Operacional";"4.9167"
"2024-03-14";"117";"Demanda de Energia / Operacional";"Operacional";"10.1667"
"2024-03-14";"118";"Demanda de Energia / Operacional";"Operacional";"0.9167"
"2024-03-14";"26";"Demanda de Energia / Operacional";"Operacional";"7.6333"
"2024-03-14";"34";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-14";"119";"Demanda de Energia / Operacional";"Operacional";"1.5833"
"2024-03-14";"114";"Demanda de Energia / Operacional";"Operacional";"2.1"
"2024-03-15";"74";"Demanda de Energia / Operacional";"Operacional";"18.7333"
"2024-03-15";"73";"Demanda de Energia / Operacional";"Operacional";"8.8833"
"2024-03-15";"22";"Demanda de Energia / Operacional";"Operacional";"1.3667"
"2024-03-15";"34";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-15";"48";"Demanda de Energia / Operacional";"Operacional";"19.5333"
"2024-03-15";"108";"Demanda de Energia / Operacional";"Operacional";"5.5333"
"2024-03-15";"110";"Demanda de Energia / Operacional";"Operacional";"11.7333"
"2024-03-15";"19";"Demanda de Energia / Operacional";"Operacional";"3.9333"
"2024-03-15";"114";"Demanda de Energia / Operacional";"Operacional";"7.9833"
"2024-03-15";"108";"Demanda de Energia / Operacional";"Operacional";"10.0667"
"2024-03-15";"109";"Demanda de Energia / Operacional";"Operacional";"18"
"2024-03-15";"19";"Demanda de Energia / Operacional";"Operacional";"1.4167"
"2024-03-15";"112";"Demanda de Energia / Operacional";"Operacional";"11"
"2024-03-15";"16";"Demanda de Energia / Operacional";"Operacional";"3.2667"
"2024-03-15";"119";"Demanda de Energia / Operacional";"Operacional";"11"
"2024-03-15";"11";"Demanda de Energia / Operacional";"Operacional";"1.3"
"2024-03-15";"129";"Demanda de Energia / Operacional";"Operacional";"18"
"2024-03-15";"39";"Demanda de Energia / Operacional";"Operacional";"0.9"
"2024-03-15";"30";"Demanda de Energia / Operacional";"Operacional";"4.3167"
"2024-03-15";"15";"Demanda de Energia / Operacional";"Operacional";"5.0167"
"2024-03-15";"24";"Demanda de Energia / Operacional";"Operacional";"3.5"
"2024-03-15";"128";"Demanda de Energia / Operacional";"Operacional";"9.8333"
"2024-03-15";"73";"Demanda de Energia / Operacional";"Operacional";"5.8167"
"2024-03-15";"37";"Demanda de Energia / Operacional";"Operacional";"2.4167"
"2024-03-15";"17";"Demanda de Energia / Operacional";"Operacional";"3.0667"
"2024-03-15";"22";"Demanda de Energia / Operacional";"Operacional";"2.95"
"2024-03-15";"17";"Demanda de Energia / Operacional";"Operacional";"0.2167"
"2024-03-16";"19";"Demanda de Energia / Operacional";"Operacional";"8.5833"
"2024-03-16";"68";"Demanda de Energia / Operacional";"Operacional";"11.4667"
"2024-03-16";"23";"Demanda de Energia / Operacional";"Operacional";"5.0667"
"2024-03-17";"51";"Demanda de Energia / Operacional";"Operacional";"6.0833"
"2024-03-17";"16";"Demanda de Energia / Operacional";"Operacional";"11.3167"
"2024-03-17";"61";"Demanda de Energia / Operacional";"Operacional";"8.6333"
"2024-03-17";"119";"Demanda de Energia / Operacional";"Operacional";"6.65"
"2024-03-17";"40";"Demanda de Energia / Operacional";"Operacional";"3.6833"
"2024-03-17";"1";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-17";"51";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-17";"56";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-17";"57";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-17";"59";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-17";"69";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-17";"34";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-17";"131";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"16";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-18";"61";"Demanda de Energia / Operacional";"Operacional";"8.1333"
"2024-03-18";"119";"Demanda de Energia / Operacional";"Operacional";"14.7167"
"2024-03-18";"40";"Demanda de Energia / Operacional";"Operacional";"14.65"
"2024-03-18";"74";"Demanda de Energia / Operacional";"Operacional";"14.3"
"2024-03-18";"61";"Demanda de Energia / Operacional";"Operacional";"2.0833"
"2024-03-18";"1";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-18";"18";"Demanda de Energia / Operacional";"Operacional";"10.6333"
"2024-03-18";"51";"Demanda de Energia / Operacional";"Operacional";"10.0333"
"2024-03-18";"56";"Demanda de Energia / Operacional";"Operacional";"13"
"2024-03-18";"57";"Demanda de Energia / Operacional";"Operacional";"14.9667"
"2024-03-18";"59";"Demanda de Energia / Operacional";"Operacional";"15.0667"
"2024-03-18";"69";"Demanda de Energia / Operacional";"Operacional";"13"
"2024-03-18";"23";"Demanda de Energia / Operacional";"Operacional";"12.9333"
"2024-03-18";"24";"Demanda de Energia / Operacional";"Operacional";"12.9333"
"2024-03-18";"34";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-18";"133";"Demanda de Energia / Operacional";"Operacional";"4.8"
"2024-03-18";"123";"Demanda de Energia / Operacional";"Operacional";"5.9333"
"2024-03-18";"131";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-18";"117";"Demanda de Energia / Operacional";"Operacional";"9.1167"
"2024-03-18";"61";"Demanda de Energia / Operacional";"Operacional";"11.9833"
"2024-03-18";"118";"Demanda de Energia / Operacional";"Operacional";"0.3667"
"2024-03-18";"119";"Demanda de Energia / Operacional";"Operacional";"9.2667"
"2024-03-18";"3";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"27";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"58";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"66";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"114";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"26";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"30";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"31";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"32";"Demanda de Energia / Operacional";"Operacional";"16.9833"
"2024-03-18";"33";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-18";"104";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-19";"16";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-19";"74";"Demanda de Energia / Operacional";"Operacional";"9.6667"
"2024-03-19";"61";"Demanda de Energia / Operacional";"Operacional";"10.0167"
"2024-03-19";"58";"Demanda de Energia / Operacional";"Operacional";"14.4833"
"2024-03-19";"66";"Demanda de Energia / Operacional";"Operacional";"14.6"
"2024-03-19";"114";"Demanda de Energia / Operacional";"Operacional";"15.4167"
"2024-03-19";"119";"Demanda de Energia / Operacional";"Operacional";"8.6167"
"2024-03-19";"26";"Demanda de Energia / Operacional";"Operacional";"13.1167"
"2024-03-19";"30";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-19";"31";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-19";"32";"Demanda de Energia / Operacional";"Operacional";"22"
"2024-03-19";"38";"Demanda de Energia / Operacional";"Operacional";"7.6167"
"2024-03-19";"3";"Demanda de Energia / Operacional";"Operacional";"11.0333"
"2024-03-19";"27";"Demanda de Energia / Operacional";"Operacional";"14.2"
"2024-03-19";"70";"Demanda de Energia / Operacional";"Operacional";"2.8667"
"2024-03-19";"72";"Demanda de Energia / Operacional";"Operacional";"19.1833"
"2024-03-19";"104";"Demanda de Energia / Operacional";"Operacional";"9.3167"
"2024-03-19";"113";"Demanda de Energia / Operacional";"Operacional";"0.0167"
"2024-03-19";"108";"Demanda de Energia / Operacional";"Operacional";"1.8"
"2024-03-19";"119";"Demanda de Energia / Operacional";"Operacional";"2.2667"
"2024-03-19";"28";"Demanda de Energia / Operacional";"Operacional";"4.0333"
"2024-03-19";"40";"Demanda de Energia / Operacional";"Operacional";"3.4667"
"2024-03-19";"34";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-20";"40";"Demanda de Energia / Operacional";"Operacional";"8.2333"
"2024-03-20";"114";"Demanda de Energia / Operacional";"Operacional";"3.4"
"2024-03-20";"40";"Demanda de Energia / Operacional";"Operacional";"2.8667"
"2024-03-20";"115";"Demanda de Energia / Operacional";"Operacional";"7.7333"
"2024-03-20";"117";"Demanda de Energia / Operacional";"Operacional";"7.1667"
"2024-03-20";"3";"Demanda de Energia / Operacional";"Operacional";"2.35"
"2024-03-20";"34";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-20";"74";"Demanda de Energia / Operacional";"Operacional";"4.0833"
"2024-03-20";"72";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-20";"119";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-20";"121";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-20";"123";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-20";"131";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-20";"115";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-20";"117";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-20";"132";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-21";"72";"Demanda de Energia / Operacional";"Operacional";"9.95"
"2024-03-21";"119";"Demanda de Energia / Operacional";"Operacional";"10.0667"
"2024-03-21";"121";"Demanda de Energia / Operacional";"Operacional";"10.0667"
"2024-03-21";"123";"Demanda de Energia / Operacional";"Operacional";"10.0667"
"2024-03-21";"131";"Demanda de Energia / Operacional";"Operacional";"10.0667"
"2024-03-21";"115";"Demanda de Energia / Operacional";"Operacional";"10.0667"
"2024-03-21";"117";"Demanda de Energia / Operacional";"Operacional";"10.0667"
"2024-03-21";"132";"Demanda de Energia / Operacional";"Operacional";"10.0667"
"2024-03-21";"17";"Demanda de Energia / Operacional";"Operacional";"8.9833"
"2024-03-21";"3";"Demanda de Energia / Operacional";"Operacional";"1"
"2024-03-21";"38";"Demanda de Energia / Operacional";"Operacional";"2.7333"
"2024-03-21";"22";"Demanda de Energia / Operacional";"Operacional";"9.8333"
"2024-03-21";"106";"Demanda de Energia / Operacional";"Operacional";"9.45"
"2024-03-21";"123";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-21";"116";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-22";"22";"Demanda de Energia / Operacional";"Operacional";"11.8833"
"2024-03-22";"123";"Demanda de Energia / Operacional";"Operacional";"7.65"
"2024-03-22";"116";"Demanda de Energia / Operacional";"Operacional";"8.35"
"2024-03-22";"116";"Demanda de Energia / Operacional";"Operacional";"0.1667"
"2024-03-22";"18";"Demanda de Energia / Operacional";"Operacional";"0.3833"
"2024-03-22";"46";"Demanda de Energia / Operacional";"Operacional";"3.1667"
"2024-03-22";"74";"Demanda de Energia / Operacional";"Operacional";"5.6167"
"2024-03-22";"1";"Demanda de Energia / Operacional";"Operacional";"3.1333"
"2024-03-22";"124";"Demanda de Energia / Operacional";"Operacional";"4.7"
"2024-03-22";"116";"Demanda de Energia / Operacional";"Operacional";"1.9667"
"2024-03-23";"1";"Demanda de Energia / Operacional";"Operacional";"13.9167"
"2024-03-23";"115";"Demanda de Energia / Operacional";"Operacional";"3.2333"
"2024-03-24";"1";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-03-24";"23";"Demanda de Energia / Operacional";"Operacional";"8.05"
"2024-03-25";"1";"Demanda de Energia / Operacional";"Operacional";"13.3333"
"2024-03-25";"25";"Demanda de Energia / Operacional";"Operacional";"10.1167"
"2024-03-25";"74";"Demanda de Energia / Operacional";"Operacional";"4.9333"
"2024-03-25";"121";"Demanda de Energia / Operacional";"Operacional";"0.6833"
"2024-03-25";"68";"Demanda de Energia / Operacional";"Operacional";"6.75"
"2024-03-25";"106";"Demanda de Energia / Operacional";"Operacional";"12.8167"
"2024-03-25";"131";"Demanda de Energia / Operacional";"Operacional";"8.5333"
"2024-03-25";"123";"Demanda de Energia / Operacional";"Operacional";"5.4333"
"2024-03-26";"123";"Demanda de Energia / Operacional";"Operacional";"18"
"2024-03-26";"121";"Demanda de Energia / Operacional";"Operacional";"7.1"
"2024-03-26";"123";"Demanda de Energia / Operacional";"Operacional";"7.1"
"2024-03-26";"118";"Demanda de Energia / Operacional";"Operacional";"7.1"
"2024-03-26";"115";"Demanda de Energia / Operacional";"Operacional";"7.1"
"2024-03-26";"109";"Demanda de Energia / Operacional";"Operacional";"7.1"
"2024-03-26";"110";"Demanda de Energia / Operacional";"Operacional";"7.1"
"2024-03-26";"116";"Demanda de Energia / Operacional";"Operacional";"7.1"
"2024-03-26";"106";"Demanda de Energia / Operacional";"Operacional";"14.7833"
"2024-03-26";"124";"Demanda de Energia / Operacional";"Operacional";"7.1"
"2024-03-26";"126";"Demanda de Energia / Operacional";"Operacional";"7.1"
"2024-03-26";"131";"Demanda de Energia / Operacional";"Operacional";"9.2667"
"2024-03-26";"47";"Demanda de Energia / Operacional";"Operacional";"7.05"
"2024-03-26";"18";"Demanda de Energia / Operacional";"Operacional";"2.7333"
"2024-03-26";"19";"Demanda de Energia / Operacional";"Operacional";"8.1"
"2024-03-26";"40";"Demanda de Energia / Operacional";"Operacional";"3.1"
"2024-03-26";"27";"Demanda de Energia / Operacional";"Operacional";"4.5333"
"2024-03-26";"126";"Demanda de Energia / Operacional";"Operacional";"0.85"
"2024-03-26";"46";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-26";"58";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-03-27";"19";"Demanda de Energia / Operacional";"Operacional";"6.2333"
"2024-03-27";"52";"Demanda de Energia / Operacional";"Operacional";"12.7"
"2024-03-27";"108";"Demanda de Energia / Operacional";"Operacional";"3.7"
"2024-03-27";"15";"Demanda de Energia / Operacional";"Operacional";"3.55"
"2024-03-27";"74";"Demanda de Energia / Operacional";"Operacional";"17.4833"
"2024-03-27";"116";"Demanda de Energia / Operacional";"Operacional";"3.3"
"2024-03-27";"46";"Demanda de Energia / Operacional";"Operacional";"13.9"
"2024-03-27";"61";"Demanda de Energia / Operacional";"Operacional";"2.0333"
"2024-03-27";"60";"Demanda de Energia / Operacional";"Operacional";"2.0833"
"2024-03-27";"4";"Demanda de Energia / Operacional";"Operacional";"3.65"
"2024-03-27";"58";"Demanda de Energia / Operacional";"Operacional";"0"
"2024-03-27";"118";"Demanda de Energia / Operacional";"Operacional";"5.3167"
"2024-03-27";"19";"Demanda de Energia / Operacional";"Operacional";"4.5167"
"2024-03-27";"108";"Demanda de Energia / Operacional";"Operacional";"3.2333"
"2024-03-27";"3";"Demanda de Energia / Operacional";"Operacional";"0.7667"
"2024-03-27";"30";"Demanda de Energia / Operacional";"Operacional";"8.2667"
"2024-03-28";"114";"Demanda de Energia / Operacional";"Operacional";"1.1667"
"2024-03-28";"116";"Demanda de Energia / Operacional";"Operacional";"0.8167"
"2024-03-28";"118";"Demanda de Energia / Operacional";"Operacional";"3.35"
"2024-03-28";"19";"Demanda de Energia / Operacional";"Operacional";"11.5333"
"2024-03-28";"113";"Demanda de Energia / Operacional";"Operacional";"0.7"
"2024-03-28";"54";"Demanda de Energia / Operacional";"Operacional";"2.15"
"2024-03-28";"57";"Demanda de Energia / Operacional";"Operacional";"3.3333"
"2024-03-28";"27";"Demanda de Energia / Operacional";"Operacional";"3.7667"
"2024-03-28";"52";"Demanda de Energia / Operacional";"Operacional";"10.2833"
"2024-03-29";"2";"Demanda de Energia / Operacional";"Operacional";"8.7"
"2024-03-29";"52";"Demanda de Energia / Operacional";"Operacional";"9.6667"
"2024-03-29";"41";"Demanda de Energia / Operacional";"Operacional";"15.4167"
"2024-03-31";"115";"Demanda de Energia / Operacional";"Operacional";"9.0167"
"2024-03-31";"68";"Demanda de Energia / Operacional";"Operacional";"5.75"
"2024-04-01";"113";"Demanda de Energia / Operacional";"Operacional";"6.45"
"2024-04-01";"114";"Demanda de Energia / Operacional";"Operacional";"4.5833"
"2024-04-01";"41";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-01";"68";"Demanda de Energia / Operacional";"Operacional";"8.5833"
"2024-04-01";"27";"Demanda de Energia / Operacional";"Operacional";"5.2833"
"2024-04-01";"52";"Demanda de Energia / Operacional";"Operacional";"6.0667"
"2024-04-01";"28";"Demanda de Energia / Operacional";"Operacional";"11.8667"
"2024-04-02";"112";"Demanda de Energia / Operacional";"Operacional";"6.4833"
"2024-04-03";"4";"Demanda de Energia / Operacional";"Operacional";"10.6833"
"2024-04-03";"42";"Demanda de Energia / Operacional";"Operacional";"0.3667"
"2024-04-03";"114";"Demanda de Energia / Operacional";"Operacional";"1.85"
"2024-04-03";"15";"Demanda de Energia / Operacional";"Operacional";"9.6333"
"2024-04-04";"42";"Demanda de Energia / Operacional";"Operacional";"0.3"
"2024-04-04";"42";"Demanda de Energia / Operacional";"Operacional";"0.5667"
"2024-04-05";"115";"Demanda de Energia / Operacional";"Operacional";"0.9333"
"2024-04-05";"42";"Demanda de Energia / Operacional";"Operacional";"0.7167"
"2024-04-05";"37";"Demanda de Energia / Operacional";"Operacional";"0.4333"
"2024-04-07";"19";"Demanda de Energia / Operacional";"Operacional";"4.0833"
"2024-04-07";"53";"Demanda de Energia / Operacional";"Operacional";"0.9"
"2024-04-07";"50";"Demanda de Energia / Operacional";"Operacional";"7.0833"
"2024-04-07";"122";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-07";"15";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-07";"44";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-07";"47";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-07";"73";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-07";"42";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-08";"19";"Demanda de Energia / Operacional";"Operacional";"9.3167"
"2024-04-08";"17";"Demanda de Energia / Operacional";"Operacional";"8.1167"
"2024-04-08";"53";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-08";"50";"Demanda de Energia / Operacional";"Operacional";"9.8667"
"2024-04-08";"123";"Demanda de Energia / Operacional";"Operacional";"13.15"
"2024-04-08";"114";"Demanda de Energia / Operacional";"Operacional";"6.7333"
"2024-04-08";"122";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-08";"21";"Demanda de Energia / Operacional";"Operacional";"3.1167"
"2024-04-08";"15";"Demanda de Energia / Operacional";"Operacional";"8.2667"
"2024-04-08";"44";"Demanda de Energia / Operacional";"Operacional";"9.7667"
"2024-04-08";"47";"Demanda de Energia / Operacional";"Operacional";"11.8333"
"2024-04-08";"73";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-08";"38";"Demanda de Energia / Operacional";"Operacional";"2.5833"
"2024-04-08";"115";"Demanda de Energia / Operacional";"Operacional";"0.9333"
"2024-04-08";"38";"Demanda de Energia / Operacional";"Operacional";"4.8333"
"2024-04-08";"42";"Demanda de Energia / Operacional";"Operacional";"9.6"
"2024-04-08";"15";"Demanda de Energia / Operacional";"Operacional";"0.2833"
"2024-04-08";"19";"Demanda de Energia / Operacional";"Operacional";"7.0667"
"2024-04-08";"1";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-08";"16";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-08";"18";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-08";"28";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-08";"74";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-08";"41";"Demanda de Energia / Operacional";"Operacional";"2.9833"
"2024-04-09";"122";"Demanda de Energia / Operacional";"Operacional";"3.8167"
"2024-04-09";"107";"Demanda de Energia / Operacional";"Operacional";"18.9167"
"2024-04-09";"101";"Demanda de Energia / Operacional";"Operacional";"3.2833"
"2024-04-09";"1";"Demanda de Energia / Operacional";"Operacional";"12.8333"
"2024-04-09";"16";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-09";"18";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-09";"28";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-09";"74";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-09";"24";"Demanda de Energia / Operacional";"Operacional";"4.65"
"2024-04-09";"113";"Demanda de Energia / Operacional";"Operacional";"3.8667"
"2024-04-09";"122";"Demanda de Energia / Operacional";"Operacional";"2.15"
"2024-04-09";"53";"Demanda de Energia / Operacional";"Operacional";"4.5667"
"2024-04-09";"41";"Demanda de Energia / Operacional";"Operacional";"5.7167"
"2024-04-10";"7";"Demanda de Energia / Operacional";"Operacional";"8.55"
"2024-04-10";"40";"Demanda de Energia / Operacional";"Operacional";"12.65"
"2024-04-10";"35";"Demanda de Energia / Operacional";"Operacional";"0.4333"
"2024-04-10";"41";"Demanda de Energia / Operacional";"Operacional";"10.7"
"2024-04-10";"41";"Demanda de Energia / Operacional";"Operacional";"2.8667"
"2024-04-10";"121";"Demanda de Energia / Operacional";"Operacional";"3.6667"
"2024-04-10";"35";"Demanda de Energia / Operacional";"Operacional";"4.4833"
"2024-04-10";"28";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-10";"59";"Demanda de Energia / Operacional";"Operacional";"3.15"
"2024-04-10";"41";"Demanda de Energia / Operacional";"Operacional";"9.15"
"2024-04-10";"68";"Demanda de Energia / Operacional";"Operacional";"4.0167"
"2024-04-10";"61";"Demanda de Energia / Operacional";"Operacional";"8.5"
"2024-04-10";"49";"Demanda de Energia / Operacional";"Operacional";"1.2833"
"2024-04-11";"53";"Demanda de Energia / Operacional";"Operacional";"2.4"
"2024-04-11";"35";"Demanda de Energia / Operacional";"Operacional";"9.6167"
"2024-04-11";"25";"Demanda de Energia / Operacional";"Operacional";"7.9833"
"2024-04-11";"61";"Demanda de Energia / Operacional";"Operacional";"3.85"
"2024-04-11";"73";"Demanda de Energia / Operacional";"Operacional";"8.9667"
"2024-04-11";"61";"Demanda de Energia / Operacional";"Operacional";"1.4"
"2024-04-11";"61";"Demanda de Energia / Operacional";"Operacional";"10.35"
"2024-04-12";"61";"Demanda de Energia / Operacional";"Operacional";"15.6"
"2024-04-12";"53";"Demanda de Energia / Operacional";"Operacional";"2.2167"
"2024-04-12";"35";"Demanda de Energia / Operacional";"Operacional";"11.9167"
"2024-04-12";"15";"Demanda de Energia / Operacional";"Operacional";"2.9"
"2024-04-14";"18";"Demanda de Energia / Operacional";"Operacional";"2"
"2024-04-14";"48";"Demanda de Energia / Operacional";"Operacional";"2"
"2024-04-15";"114";"Demanda de Energia / Operacional";"Operacional";"2.6667"
"2024-04-15";"116";"Demanda de Energia / Operacional";"Operacional";"2.4667"
"2024-04-15";"118";"Demanda de Energia / Operacional";"Operacional";"0.9333"
"2024-04-15";"115";"Demanda de Energia / Operacional";"Operacional";"0.9"
"2024-04-15";"18";"Demanda de Energia / Operacional";"Operacional";"23.9833"
"2024-04-15";"58";"Demanda de Energia / Operacional";"Operacional";"2.4"
"2024-04-15";"55";"Demanda de Energia / Operacional";"Operacional";"2.7667"
"2024-04-15";"73";"Demanda de Energia / Operacional";"Operacional";"2.65"
"2024-04-15";"5";"Demanda de Energia / Operacional";"Operacional";"0.7333"
