Data;Pivô;Causa;Tipo;Horas
"2023-08-22";"31";"Falta de Produto / Operacional";"Operacional";"1.8"
"2023-08-22";"41";"Falha de Alinhamento / Operacional";"Operacional";"2.5667"
"2023-08-22";"58";"Falha de Alinhamento / Operacional";"Operacional";"3.8667"
"2023-08-22";"71";"Bomba / Elétrico";"Elétrico";"5.05"
"2023-08-22";"124";"Motorredutor / Mecânico";"Mecânico";"3.9833"
"2023-08-23";"24";"Limpeza e Afeirição / Operacional";"Operacional";"0.8833"
"2023-08-23";"60";"Limpeza e Afeirição / Operacional";"Operacional";"2.1"
"2023-08-23";"61";"Plantio / Operacional";"Operacional";"1.3667"
"2023-08-23";"61";"Atraso da Eq. Irrigação / Operacional";"Operacional";"3.15"
"2023-08-23";"58";"Entupimento na Sucção / Operacional";"Operacional";"4"
"2023-08-23";"68";"Adubação  / Operacional";"Operacional";"9.85"
"2023-08-24";"26";"Tensão / Elétrico";"Elétrico";"4.9667"
"2023-08-24";"31";"Adubação  / Operacional";"Operacional";"4.2667"
"2023-08-24";"59";"Pulverização / Operacional";"Operacional";"4.5"
"2023-08-24";"67";"Falha de Alinhamento / Operacional";"Operacional";"3.8667"
"2023-08-24";"113";"Syngenta / Operacional";"Operacional";"1.0833"
"2023-08-24";"119";"Syngenta / Operacional";"Operacional";"5.4667"
"2023-08-25";"17";"Falha de Alinhamento / Operacional";"Operacional";"0.7833"
"2023-08-25";"41";"Falha de Alinhamento / Operacional";"Operacional";"0.6"
"2023-08-25";"113";"Syngenta / Operacional";"Operacional";"2.8333"
"2023-08-25";"117";"Falha de Alinhamento / Operacional";"Operacional";"0.7833"
"2023-08-25";"117";"Syngenta / Operacional";"Operacional";"4.4167"
"2023-08-28";"58";"Syngenta / Operacional";"Operacional";"5.4833"
"2023-08-28";"115";"Chuva  / Operacional";"Operacional";"2.6"
"2023-08-28";"129";"Bomba / Elétrico";"Elétrico";"7.5"
"2023-08-28";"41";"Rede Interna / Elétrico";"Elétrico";"4.4"
"2023-08-28";"52";"Rede Interna / Elétrico";"Elétrico";"4.4"
"2023-08-28";"58";"Rede Interna / Elétrico";"Elétrico";"4.4"
"2023-08-28";"59";"Rede Interna / Elétrico";"Elétrico";"4.4"
"2023-08-28";"61";"Rede Interna / Elétrico";"Elétrico";"4.4"
"2023-08-28";"67";"Rede Interna / Elétrico";"Elétrico";"4.4"
"2023-08-28";"71";"Rede Interna / Elétrico";"Elétrico";"4.4"
"2023-08-28";"72";"Rede Interna / Elétrico";"Elétrico";"4.4"
"2023-08-29";"41";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"52";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"58";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"59";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"60";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"61";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"62";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"67";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"68";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"71";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"72";"Rede Interna / Elétrico";"Elétrico";"14.8"
"2023-08-29";"2";"Falha de Alinhamento / Operacional";"Operacional";"0.8333"
"2023-08-29";"2";"Tensão / Elétrico";"Elétrico";"5.05"
"2023-08-29";"31";"Falta de Produto / Operacional";"Operacional";"3.4667"
"2023-08-30";"2";"Contator e Micro / Elétrico";"Elétrico";"8.6"
"2023-08-30";"31";"Syngenta / Operacional";"Operacional";"6.8667"
"2023-08-30";"46";"Rede Interna / Elétrico";"Elétrico";"0.5"
"2023-08-30";"57";"Rede Interna / Elétrico";"Elétrico";"0.5"
"2023-08-30";"58";"Rede Interna / Elétrico";"Elétrico";"0.5"
"2023-08-30";"59";"Rede Interna / Elétrico";"Elétrico";"0.5"
"2023-08-30";"61";"Rede Interna / Elétrico";"Elétrico";"0.5"
"2023-08-30";"60";"Rede Interna / Elétrico";"Elétrico";"0.5"
"2023-08-30";"62";"Rede Interna / Elétrico";"Elétrico";"0.5"
"2023-08-30";"67";"Rede Interna / Elétrico";"Elétrico";"0.5"
"2023-08-30";"72";"Rede Interna / Elétrico";"Elétrico";"0.5"
"2023-08-30";"46";"Falha de Alinhamento / Operacional";"Operacional";"5.8"
"2023-08-30";"57";"Rede Interna / Elétrico";"Elétrico";"2.95"
"2023-08-30";"58";"Rede Interna / Elétrico";"Elétrico";"2.95"
"2023-08-30";"59";"Rede Interna / Elétrico";"Elétrico";"2.95"
"2023-08-30";"61";"Rede Interna / Elétrico";"Elétrico";"2.95"
"2023-08-30";"60";"Rede Interna / Elétrico";"Elétrico";"2.95"
"2023-08-30";"62";"Rede Interna / Elétrico";"Elétrico";"2.95"
"2023-08-30";"67";"Rede Interna / Elétrico";"Elétrico";"2.95"
"2023-09-05";"37";"Falha de Alinhamento / Operacional";"Operacional";"5.1167"
"2023-09-05";"58";"Falha de Alinhamento / Operacional";"Operacional";"1.1167"
"2023-09-05";"46";"Desponte - Anti Brotante / Operacional";"Operacional";"6.9667"
"2023-09-06";"16";"Falha de Alinhamento / Operacional";"Operacional";"0.35"
"2023-09-06";"35";"Falha de Alinhamento / Operacional";"Operacional";"0.45"
"2023-09-06";"113";"Syngenta / Operacional";"Operacional";"7.7"
"2023-09-06";"117";"Falha de Alinhamento / Operacional";"Operacional";"1.2"
"2023-09-06";"119";"Falha de Alinhamento / Operacional";"Operacional";"0.3167"
"2023-09-06";"119";"Falha de Alinhamento / Operacional";"Operacional";"0.2333"
"2023-09-07";"23";"Limpeza e Afeirição / Operacional";"Operacional";"0.15"
"2023-09-07";"17";"Falha de Alinhamento / Operacional";"Operacional";"1.1"
"2023-09-07";"17";"Falha de Alinhamento / Operacional";"Operacional";"0.95"
"2023-09-07";"31";"Limpeza e Afeirição / Operacional";"Operacional";"0.15"
"2023-09-07";"58";"Preparo de Solo / Operacional";"Operacional";"0.25"
"2023-09-07";"70";"Parado Irrigando / Operacional";"";"0.6667"
"2023-09-07";"113";"Falha de Alinhamento / Operacional";"Operacional";"0.3167"
"2023-09-08";"31";"Limpeza e Afeirição / Operacional";"Operacional";"0.1"
"2023-09-08";"26";"Falha de Alinhamento / Operacional";"Operacional";"0.25"
"2023-09-08";"62";"Falha de Alinhamento / Operacional";"Operacional";"2.2833"
"2023-09-08";"113";"Syngenta / Operacional";"Operacional";"8.1"
"2023-09-08";"115";"Limpeza e Afeirição / Operacional";"Operacional";"0.2"
"2023-09-11";"17";"Falha de Alinhamento / Operacional";"Operacional";"1"
"2023-09-11";"23";"Limpeza e Afeirição / Operacional";"Operacional";"0.1"
"2023-09-12";"115";"Limpeza e Afeirição / Operacional";"Operacional";"0.0667"
"2023-09-12";"119";"Syngenta / Operacional";"Operacional";"5.3333"
"2023-09-12";"10";"Falha de Alinhamento / Operacional";"Operacional";"0.6167"
"2023-09-12";"10";"Falha de Alinhamento / Operacional";"Operacional";"5.1167"
"2023-09-13";"1";"Falha de Alinhamento / Operacional";"Operacional";"0.95"
"2023-09-13";"17";"Falha de Alinhamento / Operacional";"Operacional";"2.4667"
"2023-09-13";"46";"Limpeza e Afeirição / Operacional";"Operacional";"0.1"
"2023-09-13";"67";"Syngenta / Operacional";"Operacional";"0.6"
"2023-09-13";"41";"Syngenta / Operacional";"Operacional";"3.5167"
"2023-09-13";"18";"Preparo de Solo / Operacional";"Operacional";"8.3333"
"2023-09-13";"117";"Falha de Alinhamento / Operacional";"Operacional";"0.6333"
"2023-09-13";"23";"Adubação  / Operacional";"Operacional";"1.85"
"2023-09-14";"45";"Redutor / Mecânico";"Mecânico";"10.65"
"2023-09-14";"113";"Syngenta / Operacional";"Operacional";"5.8"
"2023-09-14";"58";"Syngenta / Operacional";"Operacional";"6.7833"
"2023-09-14";"60";"Syngenta / Operacional";"Operacional";"6.5"
"2023-09-14";"25";"Limpeza e Afeirição / Operacional";"Operacional";"1.4333"
"2023-09-14";"37";"Limpeza e Afeirição / Operacional";"Operacional";"0.0833"
"2023-09-14";"7";"Limpeza e Afeirição / Operacional";"Operacional";"0.8667"
"2023-09-14";"21";"Limpeza e Afeirição / Operacional";"Operacional";"0.7"
"2023-09-14";"35";"Limpeza e Afeirição / Operacional";"Operacional";"0.25"
"2023-09-14";"23";"Falta de Água / Operacional";"Operacional";"2.7333"
"2023-09-14";"25";"Configuração do Painel / Operacional";"Operacional";"0.5833"
"2023-09-15";"25";"Configuração do Painel / Operacional";"Operacional";"3.6833"
"2023-09-15";"28";"Falha de Alinhamento / Operacional";"Operacional";"2.8333"
"2023-09-15";"17";"Chuva  / Operacional";"Operacional";"1.7167"
"2023-09-15";"22";"Preparo de Solo / Operacional";"Operacional";"8.7"
"2023-09-15";"17";"Falha de Alinhamento / Operacional";"Operacional";"0.4"
"2023-09-15";"25";"Configuração do Painel / Operacional";"Operacional";"1.9333"
"2023-09-15";"58";"Syngenta / Operacional";"Operacional";"6.4833"
"2023-09-15";"62";"Limpeza e Afeirição / Operacional";"Operacional";"0.35"
"2023-09-15";"108";"Troca de Registro / Operacional";"Operacional";"0.25"
"2023-09-15";"119";"Troca de Registro / Operacional";"Operacional";"0.05"
"2023-09-18";"1";"Limpeza e Afeirição / Operacional";"Operacional";"0.2667"
"2023-09-18";"7";"Colheita Tabaco / Operacional";"Operacional";"5.3"
"2023-09-18";"14";"Falta de Água / Operacional";"Operacional";"4.5167"
"2023-09-18";"23";"Falta de Água / Operacional";"Operacional";"4.2333"
"2023-09-18";"41";"Falha de Alinhamento / Operacional";"Operacional";"0.4667"
"2023-09-18";"72";"Capina / Operacional";"Operacional";"1.4167"
"2023-09-18";"10";"Colheita Tabaco / Operacional";"Operacional";"12.3667"
"2023-09-19";"58";"Syngenta / Operacional";"Operacional";"9.7167"
"2023-09-19";"117";"Syngenta / Operacional";"Operacional";"9.3167"
"2023-09-19";"119";"Syngenta / Operacional";"Operacional";"9.6833"
"2023-09-19";"68";"Fun. Indisponível / Operacional";"Operacional";"6.35"
"2023-09-19";"67";"Fun. Indisponível / Operacional";"Operacional";"6.35"
"2023-09-19";"106";"Limpeza e Afeirição / Operacional";"Operacional";"0.3"
"2023-09-19";"1";"Adubação  / Operacional";"Operacional";"4.75"
"2023-09-19";"28";"Falha de Alinhamento / Operacional";"Operacional";"0.0833"
"2023-09-19";"17";"Falha de Alinhamento / Operacional";"Operacional";"0.7167"
"2023-09-19";"67";"Falha de Alinhamento / Operacional";"Operacional";"0.7333"
"2023-09-19";"68";"Falha de Alinhamento / Operacional";"Operacional";"0.45"
"2023-09-19";"68";"Baixa Pressão / Operacional";"Operacional";"0.8667"
"2023-09-19";"70";"Baixa Pressão / Operacional";"Operacional";"0.4333"
"2023-09-19";"68";"Baixa Pressão / Operacional";"Operacional";"0.4833"
"2023-09-20";"117";"Syngenta / Operacional";"Operacional";"7.4667"
"2023-09-20";"119";"Syngenta / Operacional";"Operacional";"7.4667"
"2023-09-20";"115";"Falha de Alinhamento / Operacional";"Operacional";"0.3167"
"2023-09-20";"1";"Limpeza e Afeirição / Operacional";"Operacional";"0.6"
"2023-09-20";"3";"Limpeza e Afeirição / Operacional";"Operacional";"0.3667"
"2023-09-20";"4";"Limpeza e Afeirição / Operacional";"Operacional";"0.35"
"2023-09-20";"31";"Configuração do Painel / Operacional";"Operacional";"0.25"
"2023-09-20";"31";"Configuração do Painel / Operacional";"Operacional";"0.7333"
"2023-09-20";"4";"Limpeza e Afeirição / Operacional";"Operacional";"0.5333"
"2023-09-20";"45";"Falha de Alinhamento / Operacional";"Operacional";"0.1333"
"2023-09-20";"57";"Falha de Alinhamento / Operacional";"Operacional";"2.3"
"2023-09-20";"68";"Falha de Alinhamento / Operacional";"Operacional";"1.5"
"2023-09-20";"56";"Falha de Alinhamento / Operacional";"Operacional";"1.1167"
"2023-09-20";"8";"Falha de Alinhamento / Operacional";"Operacional";"0.4667"
"2023-09-20";"113";"Pulverização / Operacional";"Operacional";"3.3833"
"2023-09-20";"117";"Falha de Alinhamento / Operacional";"Operacional";"0.15"
"2023-09-21";"117";"Syngenta / Operacional";"Operacional";"9.15"
"2023-09-21";"115";"Syngenta / Operacional";"Operacional";"8.9833"
"2023-09-21";"58";"Syngenta / Operacional";"Operacional";"9.1333"
"2023-09-21";"15";"Limpeza e Afeirição / Operacional";"Operacional";"1.3833"
"2023-09-21";"45";"Limpeza e Afeirição / Operacional";"Operacional";"1.45"
"2023-09-21";"17";"Falha de Alinhamento / Operacional";"Operacional";"0.7333"
"2023-09-21";"8";"Falha de Alinhamento / Operacional";"Operacional";"1.5333"
"2023-09-21";"3";"Falha de Alinhamento / Operacional";"Operacional";"0.2667"
"2023-09-21";"8";"Falha de Alinhamento / Operacional";"Operacional";"0.6833"
"2023-09-21";"70";"Falha de Alinhamento / Operacional";"Operacional";"2.0333"
"2023-09-21";"17";"Falha de Alinhamento / Operacional";"Operacional";"0.5333"
"2023-09-22";"60";"Syngenta / Operacional";"Operacional";"9.3333"
"2023-09-22";"58";"Syngenta / Operacional";"Operacional";"8.55"
"2023-09-22";"119";"Syngenta / Operacional";"Operacional";"7.8667"
"2023-09-22";"17";"Falha de Alinhamento / Operacional";"Operacional";"0.85"
"2023-09-22";"26";"Limpeza e Afeirição / Operacional";"Operacional";"0.2833"
"2023-09-25";"119";"Syngenta / Operacional";"Operacional";"7.9167"
"2023-09-25";"58";"Syngenta / Operacional";"Operacional";"7.55"
"2023-09-25";"57";"Falha de Alinhamento / Operacional";"Operacional";"0.2"
"2023-09-25";"1";"Falha de Alinhamento / Operacional";"Operacional";"1.7333"
"2023-09-26";"11";"Syngenta / Operacional";"Operacional";"5.7833"
"2023-09-26";"38";"Limpeza e Afeirição / Operacional";"Operacional";"1.4667"
"2023-09-27";"70";"Limpeza e Afeirição / Operacional";"Operacional";"0.5333"
"2023-09-27";"12";"Colheita Tabaco / Operacional";"Operacional";"4.1333"
"2023-09-27";"24";"Falha de Alinhamento / Operacional";"Operacional";"0.8667"
"2023-09-27";"39";"Equipamentos Fert / Operacional";"Operacional";"1.6"
"2023-09-27";"58";"Falha de Alinhamento / Operacional";"Operacional";"0.7333"
"2023-09-27";"24";"Falha de Alinhamento / Operacional";"Operacional";"0.7"
"2023-09-27";"15";"Falha de Alinhamento / Operacional";"Operacional";"1.1"
"2023-09-27";"12";"Limpeza e Afeirição / Operacional";"Operacional";"0.35"
"2023-09-28";"25";"Limpeza e Afeirição / Operacional";"Operacional";"0.7833"
"2023-09-28";"72";"Capina / Operacional";"Operacional";"2.1667"
"2023-09-28";"41";"Syngenta / Operacional";"Operacional";"0.8"
"2023-09-28";"44";"Falha de Alinhamento / Operacional";"Operacional";"2.6333"
"2023-09-28";"2";"Falha de Alinhamento / Operacional";"Operacional";"0.5833"
"2023-09-28";"44";"Falha de Alinhamento / Operacional";"Operacional";"3.35"
"2023-10-03";"9";"Falha de Alinhamento / Operacional";"Operacional";"2.6"
"2023-10-03";"115";"Syngenta / Operacional";"Operacional";"7.3"
"2023-10-03";"41";"Syngenta / Operacional";"Operacional";"6.7"
"2023-10-03";"9";"Falha de Alinhamento / Operacional";"Operacional";"2.3"
"2023-10-03";"21";"Falha de Alinhamento / Operacional";"Operacional";"1.55"
"2023-10-03";"70";"Falha de Alinhamento / Operacional";"Operacional";"1.5167"
"2023-10-03";"70";"Falha de Alinhamento / Operacional";"Operacional";"1.0167"
"2023-10-03";"47";"Falha de Alinhamento / Operacional";"Operacional";"1.0167"
"2023-10-03";"5";"Baixa Pressão / Operacional";"Operacional";"0.7833"
"2023-10-03";"22";"Baixa Pressão / Operacional";"Operacional";"0.95"
"2023-10-03";"41";"Falha de Alinhamento / Operacional";"Operacional";"8.55"
"2023-10-03";"1";"Falha de Alinhamento / Operacional";"Operacional";"0.4"
"2023-10-03";"1";"Motorredutor / Mecânico";"Mecânico";"2.9167"
"2023-10-03";"58";"Fun. Indisponível / Operacional";"Operacional";"5.9833"
"2023-10-04";"12";"Baixa Pressão / Operacional";"Operacional";"0.9"
"2023-10-04";"5";"Baixa Pressão / Operacional";"Operacional";"0.7667"
"2023-10-04";"37";"Baixa Pressão / Operacional";"Operacional";"0.7167"
"2023-10-04";"18";"Baixa Pressão / Operacional";"Operacional";"0.7667"
"2023-10-04";"22";"Limpeza e Afeirição / Operacional";"Operacional";"2.5667"
"2023-10-04";"58";"Falha de Alinhamento / Operacional";"Operacional";"0.5667"
"2023-10-04";"108";"Baixa Pressão / Operacional";"Operacional";"0.7667"
"2023-10-04";"69";"Falha de Alinhamento / Operacional";"Operacional";"1.6833"
"2023-10-04";"58";"Falha de Alinhamento / Operacional";"Operacional";"1.5833"
"2023-10-04";"1";"Falha de Alinhamento / Operacional";"Operacional";"0.55"
"2023-10-04";"38";"Falha de Alinhamento / Operacional";"Operacional";"0.2167"
"2023-10-05";"39";"Syngenta / Operacional";"Operacional";"8.9"
"2023-10-05";"70";"Painel do Pivô / Elétrico";"Elétrico";"9.5333"
"2023-10-05";"72";"Painel do Pivô / Elétrico";"Elétrico";"7.1333"
"2023-10-05";"115";"Bomba / Elétrico";"Elétrico";"5.85"
"2023-10-05";"59";"Troca de Registro / Operacional";"Operacional";"1.3"
"2023-10-05";"22";"Limpeza e Afeirição / Operacional";"Operacional";"1.1167"
"2023-10-05";"119";"Pulverização / Operacional";"Operacional";"2.4"
"2023-10-06";"28";"Transformador / Elétrico";"Elétrico";"7.5333"
"2023-10-06";"2";"Falha de Alinhamento / Operacional";"Operacional";"2.05"
"2023-10-06";"45";"Contator e Micro / Elétrico";"Elétrico";"11.5"
"2023-10-06";"22";"Baixa Pressão / Operacional";"Operacional";"0.65"
"2023-10-06";"15";"Inver. Frequência / Elétrico";"Elétrico";"7.5833"
"2023-10-06";"21";"Falha de Alinhamento / Operacional";"Operacional";"0.35"
"2023-10-06";"61";"Bomba / Elétrico";"Elétrico";"1.5"
"2023-10-07";"70";"Pneu / Mecânico";"Mecânico";"7.1667"
"2023-10-07";"69";"Pneu / Mecânico";"Mecânico";"6.85"
"2023-10-07";"15";"Falha de Alinhamento / Operacional";"Operacional";"0.6833"
"2023-10-07";"58";"Pneu / Mecânico";"Mecânico";"6.3833"
"2023-10-07";"10";"Disjuntor / Elétrico";"Elétrico";"1.7833"
"2023-10-08";"58";"Pneu / Mecânico";"Mecânico";"10.4333"
"2023-10-08";"10";"Disjuntor / Elétrico";"Elétrico";"10.45"
"2023-10-08";"58";"Contator e Micro / Elétrico";"Elétrico";"3.45"
"2023-10-08";"15";"Falha de Alinhamento / Operacional";"Operacional";"1.3333"
"2023-10-08";"41";"Falha de Alinhamento / Operacional";"Operacional";"0.75"
"2023-10-08";"28";"Limpeza e Afeirição / Operacional";"Operacional";"1.0833"
"2023-10-09";"1";"Syngenta / Operacional";"Operacional";"8.1"
"2023-10-09";"40";"Syngenta / Operacional";"Operacional";"7.5167"
"2023-10-09";"41";"Falha de Alinhamento / Operacional";"Operacional";"1.45"
"2023-10-09";"70";"Falha de Alinhamento / Operacional";"Operacional";"0.8833"
"2023-10-09";"61";"Cultivação / Operacional";"";"6.7167"
"2023-10-09";"29";"Pulverização / Operacional";"Operacional";"2.7167"
"2023-10-10";"72";"Pulverização / Operacional";"Operacional";"10.6667"
"2023-10-10";"25";"Rede Interna / Elétrico";"Elétrico";"7.7833"
"2023-10-10";"28";"Rede Interna / Elétrico";"Elétrico";"7.7667"
"2023-10-10";"31";"Rede Interna / Elétrico";"Elétrico";"7.8833"
"2023-10-10";"1";"Baixa Pressão / Operacional";"Operacional";"1.05"
"2023-10-10";"40";"Syngenta / Operacional";"Operacional";"8.25"
"2023-10-10";"69";"Desponte - Anti Brotante / Operacional";"Operacional";"1.8167"
"2023-10-10";"25";"Painel do Pivô / Elétrico";"Elétrico";"1.2167"
"2023-10-10";"18";"Falta de Produto / Operacional";"Operacional";"2.1833"
"2023-10-10";"15";"Falha de Alinhamento / Operacional";"Operacional";"0.4833"
"2023-10-10";"21";"Falha de Alinhamento / Operacional";"Operacional";"0.75"
"2023-10-11";"12";"Falha de Alinhamento / Operacional";"Operacional";"1.4167"
"2023-10-11";"10";"Redutor / Mecânico";"Mecânico";"9.9167"
"2023-10-11";"21";"Falha de Alinhamento / Operacional";"Operacional";"0.9833"
"2023-10-11";"41";"Falha de Alinhamento / Operacional";"Operacional";"1.45"
"2023-10-11";"40";"Syngenta / Operacional";"Operacional";"8.6"
"2023-10-11";"8";"Troca de Registro / Operacional";"Operacional";"1.45"
"2023-10-11";"18";"Troca de Registro / Operacional";"Operacional";"2.25"
"2023-10-12";"39";"Syngenta / Operacional";"Operacional";"9.6667"
"2023-10-12";"115";"Falta de Água / Operacional";"Operacional";"11.0667"
"2023-10-12";"108";"Falta de Água / Operacional";"Operacional";"7.6333"
"2023-10-12";"22";"Limpeza e Afeirição / Operacional";"Operacional";"1"
"2023-10-12";"40";"Syngenta / Operacional";"Operacional";"4.1833"
"2023-10-13";"52";"Colheita Tabaco / Operacional";"Operacional";"20.9833"
"2023-10-13";"39";"Syngenta / Operacional";"Operacional";"8.9833"
"2023-10-13";"40";"Syngenta / Operacional";"Operacional";"7.05"
"2023-10-13";"28";"Redutor / Mecânico";"Mecânico";"7.9333"
"2023-10-13";"15";"Falha de Alinhamento / Operacional";"Operacional";"0.3667"
"2023-10-16";"15";"Falha de Alinhamento / Operacional";"Operacional";"4.3333"
"2023-10-16";"1";"Syngenta / Operacional";"Operacional";"8.7167"
"2023-10-16";"21";"Falha de Alinhamento / Operacional";"Operacional";"1.25"
"2023-10-16";"45";"Falha de Alinhamento / Operacional";"Operacional";"3.2333"
"2023-10-16";"45";"Falha de Alinhamento / Operacional";"Operacional";"1.3833"
"2023-10-16";"45";"Falha de Alinhamento / Operacional";"Operacional";"2.5333"
"2023-10-16";"39";"Syngenta / Operacional";"Operacional";"5.15"
"2023-10-16";"11";"Syngenta / Operacional";"Operacional";"5.4167"
"2023-10-16";"61";"Capina / Operacional";"Operacional";"1.3833"
"2023-10-16";"45";"Falha de Alinhamento / Operacional";"Operacional";"2.1"
"2023-10-16";"113";"Falta de Água / Operacional";"Operacional";"20.9833"
"2023-10-16";"115";"Falta de Água / Operacional";"Operacional";"20.9833"
"2023-10-16";"119";"Falta de Água / Operacional";"Operacional";"20.9833"
"2023-10-16";"11";"Contator e Micro / Elétrico";"Elétrico";"1.5833"
"2023-10-16";"21";"Falha de Alinhamento / Operacional";"Operacional";"3.0667"
"2023-10-17";"40";"Syngenta / Operacional";"Operacional";"7.75"
"2023-10-17";"113";"Falta de Água / Operacional";"Operacional";"14.85"
"2023-10-17";"115";"Falta de Água / Operacional";"Operacional";"5.8333"
"2023-10-17";"41";"Falha de Alinhamento / Operacional";"Operacional";"2.5833"
"2023-10-17";"39";"Syngenta / Operacional";"Operacional";"3.7333"
"2023-10-18";"46";"Falha de Alinhamento / Operacional";"Operacional";"2.1"
"2023-10-18";"5";"Limpeza e Afeirição / Operacional";"Operacional";"0.8333"
"2023-10-18";"40";"Falta de Água / Operacional";"Operacional";"4.0667"
"2023-10-18";"39";"Falta de Água / Operacional";"Operacional";"14.0167"
"2023-10-18";"117";"Falta de Água / Operacional";"Operacional";"13.3333"
"2023-10-18";"1";"Rede Interna / Elétrico";"Elétrico";"1.8667"
"2023-10-18";"2";"Rede Interna / Elétrico";"Elétrico";"2.8"
"2023-10-18";"3";"Rede Interna / Elétrico";"Elétrico";"2.4833"
"2023-10-18";"5";"Rede Interna / Elétrico";"Elétrico";"4.05"
"2023-10-18";"6";"Rede Interna / Elétrico";"Elétrico";"4.15"
"2023-10-18";"7";"Rede Interna / Elétrico";"Elétrico";"3.9333"
"2023-10-18";"8";"Rede Interna / Elétrico";"Elétrico";"3.3"
"2023-10-18";"11";"Rede Interna / Elétrico";"Elétrico";"5.2833"
"2023-10-18";"12";"Rede Interna / Elétrico";"Elétrico";"2.1167"
"2023-10-18";"13";"Rede Interna / Elétrico";"Elétrico";"5.3"
"2023-10-18";"18";"Rede Interna / Elétrico";"Elétrico";"6.5333"
"2023-10-18";"21";"Rede Interna / Elétrico";"Elétrico";"6.2833"
"2023-10-18";"22";"Rede Interna / Elétrico";"Elétrico";"1.65"
"2023-10-18";"25";"Rede Interna / Elétrico";"Elétrico";"1.9167"
"2023-10-18";"27";"Rede Interna / Elétrico";"Elétrico";"1.7"
"2023-10-18";"28";"Rede Interna / Elétrico";"Elétrico";"1.7333"
"2023-10-18";"35";"Rede Interna / Elétrico";"Elétrico";"1.5667"
"2023-10-18";"46";"Rede Interna / Elétrico";"Elétrico";"3.0333"
"2023-10-18";"58";"Falha de Alinhamento / Operacional";"Operacional";"2.5333"
"2023-10-19";"28";"Falta de Água / Operacional";"Operacional";"11.6333"
"2023-10-19";"22";"Falta de Água / Operacional";"Operacional";"10.9833"
"2023-10-19";"70";"Desponte - Anti Brotante / Operacional";"Operacional";"3.7333"
"2023-10-19";"15";"Mangote / Mecânico";"Mecânico";"2.15"
"2023-10-20";"106";"Pulverização / Operacional";"Operacional";"5.4333"
"2023-10-20";"57";"Desponte - Anti Brotante / Operacional";"Operacional";"0.7333"
"2023-10-20";"108";"Pulverização / Operacional";"Operacional";"3.7667"
"2023-10-23";"11";"Falha de Alinhamento / Operacional";"Operacional";"3.1833"
"2023-10-23";"41";"Syngenta / Operacional";"Operacional";"6.7833"
"2023-10-23";"117";"Falha de Alinhamento / Operacional";"Operacional";"0.8667"
"2023-10-23";"9";"Falha de Alinhamento / Operacional";"Operacional";"1.05"
"2023-10-24";"14";"Redutor / Mecânico";"Mecânico";"5.9"
"2023-10-24";"39";"Pulverização / Operacional";"Operacional";"5.8167"
"2023-10-24";"41";"Falha de Alinhamento / Operacional";"Operacional";"2.2"
"2023-10-24";"57";"Pulverização / Operacional";"Operacional";"8.1167"
"2023-10-24";"72";"Colheita Tabaco / Operacional";"Operacional";"15.4833"
"2023-10-24";"119";"Falta de Água / Operacional";"Operacional";"10.8167"
"2023-10-24";"58";"Falha de Alinhamento / Operacional";"Operacional";"1.05"
"2023-10-24";"113";"Falha de Alinhamento / Operacional";"Operacional";"0.7333"
"2023-10-24";"107";"Trator Quebrado / Operacional";"Operacional";"9.1833"
"2023-10-25";"8";"Falta de Água / Operacional";"Operacional";"5.3833"
"2023-10-25";"10";"Falta de Água / Operacional";"Operacional";"3.9"
"2023-10-25";"18";"Falta de Água / Operacional";"Operacional";"5.6333"
"2023-10-25";"25";"Falta de Água / Operacional";"Operacional";"4.3167"
"2023-10-25";"35";"Falta de Água / Operacional";"Operacional";"3.95"
"2023-10-25";"36";"Falta de Água / Operacional";"Operacional";"3.9667"
"2023-10-25";"38";"Falta de Água / Operacional";"Operacional";"4.75"
"2023-10-25";"41";"Falha de Alinhamento / Operacional";"Operacional";"3.2667"
"2023-10-25";"45";"Colheita Tabaco / Operacional";"Operacional";"5.05"
"2023-10-25";"69";"Adutora / Mecânico";"Mecânico";"12.6333"
"2023-10-25";"41";"Falha de Alinhamento / Operacional";"Operacional";"1.1333"
"2023-10-25";"108";"Adubação  / Operacional";"Operacional";"6.1667"
"2023-10-25";"59";"Demanda de Energia / Operacional";"Operacional";"0.8167"
"2023-10-25";"107";"Demanda de Energia / Operacional";"Operacional";"4.6833"
"2023-10-25";"117";"Demanda de Energia / Operacional";"Operacional";"4.45"
"2023-10-25";"41";"Demanda de Energia / Operacional";"Operacional";"2.4667"
"2023-10-26";"57";"Demanda de Energia / Operacional";"Operacional";"7.2333"
"2023-10-26";"58";"Demanda de Energia / Operacional";"Operacional";"0.7333"
