data;pivo;cultura;aplicacao;observacao;status;motivo;dataFinal
"22/01/2026";"126";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+BORO";"Todo";"Chuva";"Operacional";"23/01/2026"
"22/01/2026";"130";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"Chuva";"Operacional";"23/01/2026"
"22/01/2026";"26";"Algodão";"BIO FERTILIZANTE";"Todo";"Chuva";"Operacional";"23/01/2026"
"23/01/2026";"13";"Soja";"BIO FERTILIZANTE";"Todo";"Chuva";"Operacional";"24/01/2026"
"23/01/2026";"124";"Tabaco";"BIO RAIZ+BIO BALANCE";"Todo";"Chuva";"Operacional";"24/01/2026"
"23/01/2026";"128";"Tabaco";"PRO K";"Todo";"Chuva";"Operacional";"24/01/2026"
"26/01/2026";"52";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"OK";"Realizado";"27/01/2026"
"26/01/2026";"11";"Soja";"FLUAZINAN";"Todo";"OK";"Realizado";"29/01/2026"
"26/01/2026";"10";"Soja";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"28/01/2026"
"26/01/2026";"128";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+SULFATO DE MAGNESIO";"Todo";"OK";"Realizado";"27/01/2026"
"27/01/2026";"12";"Soja";"BIO GREEN+CARBON PRO+PRIMAFERT+BIOGALL";"Todo";"OK";"Realizado";"29/01/2026"
"27/01/2026";"26";"Algodão";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"29/01/2026"
"27/01/2026";"33";"Algodão";"SULFATO DE AMONIA";"Todo";"OK";"Realizado";"28/01/2026"
"27/01/2026";"124";"Tabaco";"SOLUBIO RAIZ PERFORMANCE+BIO BALANCE";"Todo";"mudança de Manejo";"Operacional";"28/01/2026"
"28/01/2026";"10";"Soja";"BIO GREEN+CARBON PRO+PRIMAFERT+BIOGALL";"Todo";"OK";"Realizado";"30/01/2026"
"28/01/2026";"29";"Cacau";"BIO RAIZ+STINGRAY+TRICHODERMIL";"Todo";"Veículo Indisponível";"Logística";"30/01/2026"
"28/01/2026";"34";"Algodão";"SULFATO DE AMONIA";"Todo";"Falta de Produto";"Operacional";"30/01/2026"
"28/01/2026";"126";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+ACIDO BORICO";"Todo";"OK";"Realizado";"30/01/2026"
"29/01/2026";"14";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"Veículo Indisponível";"Logística";"30/01/2026"
"29/01/2026";"25";"Cacau";"BIO RAIZ+STINGRAY+TRICHODERMIL+TEC BUG";"Todo";"Veículo Indisponível";"Logística";"30/01/2026"
"29/01/2026";"46";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"OK";"Realizado";"30/01/2026"
"29/01/2026";"128";"Tabaco";"PRO K";"Todo";"Falta de Energia";"Elétrico";"30/01/2026"
"30/01/2026";"13";"Soja";"BIO GREEN+CARBON PRO+PRIMAFERT+BIOGALL+BIO FERTILIZANTE";"Todo";"OK";"Realizado";"31/01/2026"
"30/01/2026";"27";"Cacau";"TEC BUG";"Todo";"Veículo Indisponível";"Logística";"31/01/2026"
"30/01/2026";"39";"Algodão";"BIO FERTILIZANTE";"Todo";"Apoio com Caminhão Exotérmico";"Logística";"31/01/2026"
"30/01/2026";"130";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"Apoio com Caminhão Exotérmico";"Logística";"31/01/2026"
"02/02/2026";"27";"Cacau";"TEC BUG";"Todo";"OK";"Realizado";"03/02/2026"
"02/02/2026";"50";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"OK";"Realizado";"03/02/2026"
"02/02/2026";"128";"Tabaco";"PRO K";"Todo";"OK";"Realizado";"03/02/2026"
"02/02/2026";"34";"Algodão";"SULFATO DE AMONIA";"Todo";"OK";"Realizado";"03/02/2026"
"03/02/2026";"25";"Cacau";"BIO RAIZ +TEC BUG+STINGRAY+TRICHODERMIL";"Todo";"OK";"Realizado";"04/02/2026"
"03/02/2026";"59";"Algodao";"SULFATO DE AMONIA";"Todo";"OK";"Realizado";"04/02/2026"
"03/02/2026";"124";"Tabaco";"SOLUBIO RAIZ PERFORMANCE+BIO BALANCE+BORO";"Todo";"OK";"Realizado";"04/02/2026"
"03/02/2026";"126";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+SULFATO DE MAGNESIO";"Todo";"OK";"Realizado";"04/02/2026"
"04/02/2026";"26";"Algodao";"BIO FERTILIZANTE";"Todo";"Apoio com Caminhão Exotérmico";"Logística";"05/02/2026"
"04/02/2026";"57";"Algodao";"SULFATO DE AMONIA";"Todo";"OK";"Realizado";"05/02/2026"
"04/02/2026";"128";"Tabaco";"PRO K";"Todo";"OK";"Realizado";"05/02/2026"
"04/02/2026";"119";"Tabaco";"SOLUBIO RAIZ PERFORMANCE+BIO BALANCE";"Todo";"OK";"Realizado";"05/02/2026"
"05/02/2026";"12";"Soja";"FLUAZINAN";"Todo";"OK";"Realizado";"06/02/2026"
"05/02/2026";"14";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ+FLUAZINAN";"Todo";"OK";"Realizado";"06/02/2026"
"05/02/2026";"28";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"Apoio com Caminhão Exotérmico";"Logística";"06/02/2026"
"05/02/2026";"126";"Tabaco";"PRO K";"Todo";"OK";"Realizado";"06/02/2026"
"06/02/2026";"13";"Soja";"FLUAZINAN";"Todo";"OK";"Realizado";"06/02/2026"
"06/02/2026";"71";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"Contator";"Elétrico";"06/02/2026"
"06/02/2026";"29";"Cacau";"BIO RAIZ +STINGRAY";"Todo";"OK";"Realizado";"06/02/2026"
"06/02/2026";"128";"Tabaco";"PRO K";"Todo";"Chuva";"Operacional";"06/02/2026"
"09/02/2026";"128";"Tabaco";"PRO K";"Todo";"Redutor";"Mecânico";"10/02/2026"
"09/02/2026";"45";"Soja";"FLUAZINAN";"Todo";"OK";"Realizado";"10/02/2026"
"09/02/2026";"1";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"OK";"Realizado";"10/02/2026"
"10/02/2026";"126";"Tabaco";"PRO K";"Todo";"OK";"Realizado";"11/02/2026"
"10/02/2026";"26";"Algodão";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"12/02/2026"
"10/02/2026";"66";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"OK";"Realizado";"12/02/2026"
"10/02/2026";"10";"Soja";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"12/02/2026"
"11/02/2026";"121";"Tabaco";"SOLUBIORAIZ PERFORMANCE+BIO BALANCE";"Todo";"mudança de Manejo";"Operacional";"12/02/2026"
"11/02/2026";"12";"Soja";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"13/02/2026"
"11/02/2026";"117";"Soja";"MBIO BRAD";"Todo";"OK";"Realizado";"13/02/2026"
"11/02/2026";"28";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"Chuva";"Operacional";"13/02/2026"
"12/02/2026";"119";"Tabaco";"SOLUBIORAIZ PERFORMANCE+BIO BALANCE+BORO";"Todo";"Chuva";"Operacional";"13/02/2026"
"12/02/2026";"126";"Tabaco";"PRO K";"Todo";"Chuva";"Operacional";"13/02/2026"
"12/02/2026";"133";"Soja";"FLUAZINAN";"1/2";"OK";"Realizado";"13/02/2026"
"13/02/2026";"124";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+ACIDO BORICO";"Todo";"OK";"Realizado";"13/02/2026"
"13/02/2026";"71";"Soja";"BRADYRHIZOBIUM";"Todo";"OK";"Realizado";"13/02/2026"
"13/02/2026";"39";"Algodão";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"13/02/2026"
"13/02/2026";"13";"Soja";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"13/02/2026"
"17/02/2026";"126";"Tabaco";"PRO-K";"Todo";"OK";"Realizado";"18/02/2026"
"17/02/2026";"121";"Tabaco";"SOLUBIO RAIZ PERFOMANCE, BIO BALANCE";"Todo";"OK";"Realizado";"18/02/2026"
"17/02/2026";"28";"Soja";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"OK";"Realizado";"18/02/2026"
"18/02/2026";"33";"Algodão";"UREIA + SULFATO DE MANGANES";"Todo";"Chuva";"Operacional";"19/02/2026"
"18/02/2026";"26";"Algodão";"BIO FERTILIZANTE";"Todo";"Apoio com Caminhão Exotérmico";"Logística";"19/02/2026"
"18/02/2026";"12";"Soja";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"19/02/2026"
"18/02/2026";"124";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+SULFATO DE MAGNESIO";"Todo";"OK";"Realizado";"19/02/2026"
"19/02/2026";"34";"Algodão";"UREIA + SULFATO DE MANGANES";"Todo";"OK";"Realizado";"20/02/2026"
"19/02/2026";"119";"Tabaco";"SOLUBIORAIZ PERFORMANCE+BIO BALANCE+BORO";"Todo";"OK";"Realizado";"20/02/2026"
"19/02/2026";"25";"Cacau";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"20/02/2026"
"20/02/2026";"126";"Tabaco";"PRO K";"Todo";"OK";"Realizado";"20/02/2026"
"20/02/2026";"121";"Tabaco";"SOLUBIO RAIZ PERFOMANCE, BIO BALANCE+BORO";"Todo";"OK";"Realizado";"20/02/2026"
"20/02/2026";"29";"Cacau";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"20/02/2026"
"23/02/2026";"126";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO";"Todo";"OK";"Realizado";"23/02/2026"
"23/02/2026";"26";"Algodão";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"23/02/2026"
"23/02/2026";"10";"Soja";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"23/02/2026"
"24/02/2026";"124";"Tabaco";"PRO-K";"Todo";"OK";"Realizado";"24/02/2026"
"24/02/2026";"118";"Tabaco";"SOLUBIORAIZ PERFORMANCE+BIO BALANCE";"Todo";"OK";"Realizado";"24/02/2026"
"24/02/2026";"12";"Soja";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"24/02/2026"
"25/02/2026";"13";"Soja";"BIO FERTILIZANTE";"Todo";"Chuva";"Operacional";"25/02/2026"
"25/02/2026";"1";"Algodão";"UREIA";"Todo";"OK";"Realizado";"25/02/2026"
"25/02/2026";"60";"Algodão";"UREIA";"Todo";"Falta de Energia";"Elétrico";"25/02/2026"
"26/02/2026";"118";"Tabaco";"SOLUBIORAIZ PERFORMANCE+BIO BALANCE+BORO";"Todo";"OK";"Realizado";"26/02/2026"
"26/02/2026";"70";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"Falta de Energia";"Elétrico";"26/02/2026"
"26/02/2026";"32";"Cacau";"BIO FERTILIZANTE+TRICHODERMIL+STINGREY";"Todo";"OK";"Realizado";"26/02/2026"
"27/02/2026";"120";"Tabaco";"SOLUBIORAIZ PERFORMANCE+BIO BALANCE";"Todo";"Chuva";"Operacional";"27/02/2026"
"27/02/2026";"69";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"Chuva";"Operacional";"27/02/2026"
"27/02/2026";"119";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+BORO";"Todo";"Chuva";"Operacional";"27/02/2026"
"02/03/2026";"119";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+BORO";"Todo";"CHUVA";"Operacional";"03/03/2026"
"02/03/2026";"26";"Algodão";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"03/03/2026"
"02/03/2026";"70";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"OK";"Realizado";"03/03/2026"
"03/03/2026";"69";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"OK";"Realizado";"04/03/2026"
"03/03/2026";"57";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE";"1/2";"OK";"Realizado";"04/03/2026"
"04/03/2026";"124";"Tabaco";"PRO-K";"Todo";"Chuva";"Operacional";"05/03/2026"
"04/03/2026";"115";"Algodão";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"Apoio com Caminhão Tanque";"Logística";"05/03/2026"
"04/03/2026";"57";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE";"1/2";"OK";"Realizado";"05/03/2026"
"05/03/2026";"119";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+MAGNESIO";"Todo";"Chuva";"Operacional";"06/03/2026"
"05/03/2026";"62";"Algodão";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"Chuva";"Operacional";"06/03/2026"
"05/03/2026";"12";"Soja";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"06/03/2026"
"05/03/2026";"59";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE";"1/2";"OK";"Realizado";"06/03/2026"
"06/03/2026";"120";"Tabaco";"SOLUBIORAIZ PERFORMANCE+BIO BALANCE+BORO";"Todo";"Chuva";"Operacional";"06/03/2026"
"06/03/2026";"121";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+BORO";"Todo";"Chuva";"Operacional";"06/03/2026"
"06/03/2026";"20";"Algodão";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"Chuva";"Operacional";"06/03/2026"
"06/03/2026";"59";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE";"1/2";"OK";"Realizado";"06/03/2026"
"09/03/2026";"20";"Algodão";"CARBON PRO + BIO BALANCE + BIO RAIZ + BIO HIDRIC + BIO GREN + BIO AZ + PRIMA FERT + BIOSOLUBILIZE";"Todo";"OK";"Realizado";"10/03/2026"
"09/03/2026";"124";"Tabaco";"PRO-K";"Todo";"OK";"Realizado";"10/03/2026"
"09/03/2026";"49";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"OK";"Realizado";"10/03/2026"
"10/03/2026";"119";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+ACIDO BORICO";"Todo";"OK";"Realizado";"11/03/2026"
"10/03/2026";"120";"Tabaco";"SOLUBIO RAIZ PERFORMANCE+BIO BALANCE+BORO";"Todo";"OK";"Realizado";"11/03/2026"
"10/03/2026";"48";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"Adutora Estourada";"Mecânico";"11/03/2026"
"11/03/2026";"121";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+ACIDO BORICO";"Todo";"OK";"Realizado";"12/03/2026"
"11/03/2026";"20";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"Logística";"Logística";"12/03/2026"
"12/03/2026";"124";"Tabaco";"PRO-K";"Todo";"OK";"Realizado";"13/03/2026"
"12/03/2026";"34";"Algodão";"UREIA";"Todo";"OK";"Realizado";"13/03/2026"
"12/03/2026";"26";"Algodão";"BIO FERTILIZANTE+ CARBON PRO + BIO BALANCE + BIO RAIZ + BIO HIDRIC + BIO GREN + BIO AZ + PRIMA FERT + BIOSOLUBILIZE";"Todo";"OK";"Realizado";"13/03/2026"
"12/03/2026";"67";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE";"Todo";"OK";"Realizado";"13/03/2026"
"13/03/2026";"119";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+ACIDO BORICO";"Todo";"Gerador";"Elétrico";"13/03/2026"
"13/03/2026";"33";"Algodão";"UREIA";"Todo";"Erosão/Rastro";"Operacional";"13/03/2026"
"13/03/2026";"39";"Algodão";"BIO FERTILIZANTE+ CARBON PRO + BIO BALANCE + BIO RAIZ + BIO HIDRIC + BIO GREN + BIO AZ + PRIMA FERT + BIOSOLUBILIZE";"Todo";"OK";"Realizado";"13/03/2026"
"13/03/2026";"115";"Algodão";"CARBON PRO + BIO BALANCE + BIO RAIZ + BIO HIDRIC + BIO GREN + BIO AZ + PRIMA FERT + BIOSOLUBILIZE";"Todo";"Logística";"Logística";"13/03/2026"
"16/03/2026";"124";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO";"ABD";"OK";"Realizado";"17/03/2026"
"16/03/2026";"20";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"OK";"Realizado";"17/03/2026"
"16/03/2026";"39";"Algodão";"BIO SOLUBILIZE+BIO HIDRIC+BIO BALANCE+BIO AZ+BIO RAIZ";"Todo";"OK";"Realizado";"17/03/2026"
"16/03/2026";"124";"Tabaco";"PRO-K";"C";"Chuva";"Operacional";"17/03/2026"
"17/03/2026";"119";"Tabaco";"PRO-K";"Todo";"OK";"Realizado";"18/03/2026"
"17/03/2026";"112";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE COBRE";"Todo";"OK";"Realizado";"18/03/2026"
"17/03/2026";"33";"Algodão";"UREIA";"Todo";"OK";"Realizado";"18/03/2026"
"18/03/2026";"118";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+ACIDO BORICO";"Todo";"Chuva";"Operacional";"19/03/2026"
"18/03/2026";"26";"Algodão";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"19/03/2026"
"18/03/2026";"114";"Algodão";"SULFATO DE MAGNESIO+SULFATO DE ZINCO+SULFATO DE COBRE";"Todo";"Chuva";"Operacional";"19/03/2026"
"19/03/2026";"119";"Tabaco";"PRO-K";"Todo";"OK";"Realizado";"20/03/2026"
"19/03/2026";"48";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"OK";"Realizado";"20/03/2026"
"19/03/2026";"61";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE";"Todo";"Atroso Fertirrigação Anterior";"Logística";"20/03/2026"
"20/03/2026";"121";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+MAGNESIO";"ABD";"OK";"Realizado";"20/03/2026"
"20/03/2026";"4";"Tabaco";"SOLUBIO RAIZ PERFOMANCE, BIO BALANCE";"Todo";"OK";"Realizado";"20/03/2026"
"23/03/2026";"119";"Tabaco";"PRO-K";"Todo";"Chuva";"Operacional";"24/03/2026"
"23/03/2026";"114";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE";"Todo";"OK";"Realizado";"24/03/2026"
"23/03/2026";"61";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+SULFATO DE AMONIA";"Todo";"Chuva";"Operacional";"24/03/2026"
"24/03/2026";"112";"Algodão";"BIO BALANCE + BIO RAIZ + BIO HIDRIC +BIOSOLUBILIZE";"Todo";"Chuva";"Operacional";"25/03/2026"
"24/03/2026";"121";"Tabaco";"PRO-K";"ABD";"Chuva";"Operacional";"25/03/2026"
"24/03/2026";"32";"Cacau";"BIO FERTILIZANTE+TRICHODERMIL+STINGREY";"B C";"Chuva";"Operacional";"25/03/2026"
"24/03/2026";"72";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"Chuva";"Operacional";"25/03/2026"
"24/03/2026";"118";"Tabaco";"NUTRISYSTEM + BORO";"Todo";"Chuva";"Operacional";"25/03/2026"
"25/03/2026";"113";"Algodão";"BIO BALANCE + BIO RAIZ + BIO HIDRIC +BIOSOLUBILIZE";"Todo";"Chuva";"Operacional";"26/03/2026"
"25/03/2026";"120";"Tabaco";"NUTRISYSTEM + BORO";"Todo";"Chuva";"Operacional";"26/03/2026"
"25/03/2026";"25";"Cacau";"BIO FERTILIZANTE+TRICHODERMIL+STINGREY";"Todo";"OK";"Realizado";"26/03/2026"
"25/03/2026";"58";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"Chuva";"Operacional";"26/03/2026"
"25/03/2026";"124";"Tabaco";"PRO-K";"C";"Chuva";"Operacional";"26/03/2026"
"26/03/2026";"115";"Algodão";"BIO BALANCE + BIO RAIZ + BIO HIDRIC +BIOSOLUBILIZE";"Todo";"Chuva";"Operacional";"27/03/2026"
"26/03/2026";"119";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO";"Todo";"Chuva";"Operacional";"27/03/2026"
"26/03/2026";"3";"Tabaco";"SOLUBIO RAIZ PERFOMANCE+ BIO BALANCE";"Todo";"Chuva";"Operacional";"27/03/2026"
"26/03/2026";"26";"Algodão";"BIO FERTILIZANTE";"Todo";"Chuva";"Operacional";"27/03/2026"
"26/03/2026";"121";"Tabaco";"PRO-K";"ABD";"Chuva";"Operacional";"27/03/2026"
"27/03/2026";"118";"Tabaco";"NUTRISYSTEM + MAGNESIO";"Todo";"Chuva";"Operacional";"27/03/2026"
"27/03/2026";"4";"Tabaco";"SOLUBIO RAIZ PERFOMANCE+ BIO BALANCE+BORO";"Todo";"OK";"Realizado";"27/03/2026"
"27/03/2026";"37";"Tabaco";"SOLUBIO RAIZ PERFOMANCE+ BIO BALANCE";"Todo";"OK";"Realizado";"27/03/2026"
"27/03/2026";"39";"Algodão";"BIO FERTILIZANTE";"Todo";"Chuva";"Operacional";"27/03/2026"
"30/03/2026";"118";"Tabaco";"NUTRISYSTEM + BORO";"Todo";"OK";"Realizado";"31/03/2026"
"30/03/2026";"119";"Tabaco";"PRO-K";"Todo";"OK";"Realizado";"31/03/2026"
"30/03/2026";"61";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+SULFATO DE AMONIA";"Todo";"OK";"Realizado";"31/03/2026"
"30/03/2026";"1";"Algodão";"BIO BALANCE + BIO RAIZ + BIO HIDRIC +BIOSOLUBILIZE";"Todo";"OK";"Realizado";"31/03/2026"
"31/03/2026";"120";"Tabaco";"NUTRISYSTEM + BORO";"Todo";"Chuva";"Operacional";"01/04/2026"
"31/03/2026";"121";"Tabaco";"PRO-K";"ABD";"Chuva";"Operacional";"01/04/2026"
"31/03/2026";"72";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"Chuva";"Operacional";"01/04/2026"
"31/03/2026";"66";"Algodão";"BIO BALANCE + BIO RAIZ + BIO HIDRIC +BIOSOLUBILIZE";"Todo";"OK";"Realizado";"01/04/2026"
"01/04/2026";"118";"Tabaco";"NUTRISYSTEM + MAGNESIO";"Todo";"Chuva";"Operacional";"02/04/2026"
"01/04/2026";"124";"Tabaco";"PRO-K";"C";"Chuva";"Operacional";"02/04/2026"
"01/04/2026";"124";"Tabaco";"DESENVOLVIMENTO";"C";"Chuva";"Operacional";"02/04/2026"
"01/04/2026";"38";"Tabaco";"BIO BALANCE+SOLUBIO RAIZ PERFORMANCE";"Todo";"Chuva";"Operacional";"02/04/2026"
"01/04/2026";"68";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"Chuva";"Operacional";"02/04/2026"
"02/04/2026";"120";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+MAGNESIO";"Todo";"Chuva";"Operacional";"02/04/2026"
"02/04/2026";"121";"Tabaco";"PRO-K";"ABD";"Chuva";"Operacional";"02/04/2026"
"02/04/2026";"37";"Tabaco";"BIO BALANCE+SOLUBIO RAIZ PERFORMANCE+BORO";"Todo";"Chuva";"Operacional";"02/04/2026"
"02/04/2026";"3";"Tabaco";"BIO BALANCE+SOLUBIO RAIZ PERFORMANCE";"Todo";"Chuva";"Operacional";"02/04/2026"
"06/04/2026";"119";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO";"Todo";"OK";"Realizado";"07/04/2026"
"06/04/2026";"38";"Tabaco";"BIO BALANCE+SOLUBIO RAIZ PERFORMANCE+BORO";"Todo";"OK";"Realizado";"07/04/2026"
"06/04/2026";"72";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"OK";"Realizado";"07/04/2026"
"06/04/2026";"27";"Cacau";"BIO FERTILIZANTE+STINGRAY+TRICHORDEMIL";"Todo";"OK";"Realizado";"07/04/2026"
"07/04/2026";"118";"Tabaco";"NUTRISYSTEM DESENVOLVIMENTO+MAGNESIO";"Todo";"OK";"Realizado";"08/04/2026"
"07/04/2026";"37";"Tabaco";"BIO BALANCE+SOLUBIO RAIZ PERFORMANCE+BORO";"Todo";"OK";"Realizado";"08/04/2026"
"07/04/2026";"26";"Algodão";"CARBOM PRO+PRIMAFERT+BIOGALL+BIOGREEN+BIOFERTILIZANTE";"Todo";"Funcionário Indisponível";"Operacional";"08/04/2026"
"07/04/2026";"32";"Cacau";"BIO FERTILIZANTE";"Todo";"OK";"Realizado";"08/04/2026"
"08/04/2026";"124";"Tabaco";"PRO-K";"C";"OK";"Realizado";"09/04/2026"
"08/04/2026";"124";"Tabaco";"DESENVOLVIMENTO";"C";"OK";"Realizado";"09/04/2026"
"08/04/2026";"3";"Tabaco";"BIO BALANCE+SOLUBIO RAIZ PERFORMANCE+BORO";"Todo";"OK";"Realizado";"09/04/2026"
"08/04/2026";"39";"Algodão";"CARBOM PRO+PRIMAFERT+BIOGALL+BIOGREEN";"Todo";"OK";"Realizado";"09/04/2026"
"08/04/2026";"60";"Algodão";"UREIA";"Todo";"Cancelado";"Cancelado";"09/04/2026"
"09/04/2026";"120";"Tabaco";"PRO-K+BORO";"Todo";"OK";"Realizado";"10/04/2026"
"09/04/2026";"54";"Algodão";"CARBOM PRO+PRIMAFERT+BIOGALL+BIOGREEN+BIO HIDRIC+BIO AZ+BIO SOLUBILIZE+BIO BALANCE+BIO RAIZ";"Todo";"Funcionário Indisponível";"Operacional";"10/04/2026"
"09/04/2026";"68";"Algodão";"SULFATO DE MANGANES+SULFATO DE ZINCO+SULFATO DE COBRE+UREIA";"Todo";"Chuva";"Operacional";"10/04/2026"
"09/04/2026";"102";"Algodão";"UREIA+SULFATO DE COBRE+SULFATO DE MANGANES+SULFATO DE ZINCO";"Todo";"Cancelado";"Cancelado";"10/04/2026"
"10/04/2026";"121";"Tabaco";"PRO K";"ABD";"Feito a Lanço";"Cancelado";"10/04/2026"
"10/04/2026";"40";"Tabaco";"BIO BALANCE+SOLUBIO RAIZ PERFORMANCE";"Todo";"OK";"Realizado";"10/04/2026"
