farm,sheet,row,motivo,raw
Karitel,PIVÔ 67,109,"sem horimetro inicial/final valido","67.A data=45310 h1= h2=ok"
Karitel,PIVÔ 67,110,"sem horimetro inicial/final valido","67.A data=45327 h1= h2=6.4"
Karitel,PIVÔ 67,139,"sem data de inicio","67.A"
Karitel,PIVÔ 67,140,"sem data de inicio","67.A"
Karitel,PIVÔ 67,149,"sem data de inicio","67.A"
Karitel,PIVÔ 67,150,"sem data de inicio","67.A"
Karitel,PIVÔ 67,151,"sem data de inicio","67.A"
Karitel,PIVÔ 67,152,"sem data de inicio","67.A"
Karitel,PIVÔ 67,153,"sem data de inicio","67.A"
Karitel,PIVÔ 67,154,"sem data de inicio","67.A"
Karitel,PIVÔ 67,155,"sem data de inicio","67.A"
Karitel,PIVÔ 67,156,"sem data de inicio","67.A"
Karitel,PIVÔ 67,157,"sem data de inicio","67.A"
Karitel,PIVÔ 67,158,"sem data de inicio","67.A"
Karitel,PIVÔ 67,159,"sem data de inicio","67.A"
Karitel,PIVÔ 67,160,"sem data de inicio","67.A"
Karitel,PIVÔ 67,161,"sem data de inicio","67.A"
Karitel,PIVÔ 68,39,"data de inicio nao parseavel como serial Excel plausivel","68.A data=26/05/2023"
Karitel,PIVÔ 68,40,"data de inicio nao parseavel como serial Excel plausivel","68.A data=28/05/2023"
Karitel,PIVÔ 68,41,"data de inicio nao parseavel como serial Excel plausivel","68.A data=30/05/2023"
Karitel,PIVÔ 68,48,"sem data de inicio","68.A"
Karitel,PIVÔ 68,49,"sem data de inicio","68.A"
Karitel,PIVÔ 68,84,"sem horimetro inicial/final valido","68.A+B data=45191 h1=1135.8 h2="
Karitel,PIVÔ 68,85,"sem data de inicio","68.A+B"
Karitel,PIVÔ 68,86,"sem data de inicio","68.A+B"
Karitel,PIVÔ 68,94,"sem horimetro inicial/final valido","68.A data=45285 h1= h2=ok"
Karitel,PIVÔ 68,95,"sem horimetro inicial/final valido","68.A data=45286 h1= h2=ok"
Karitel,PIVÔ 68,96,"sem horimetro inicial/final valido","68.A data=45287 h1= h2=ok"
Karitel,PIVÔ 68,97,"sem horimetro inicial/final valido","68.A data=45288 h1= h2=ok"
Karitel,PIVÔ 68,98,"sem horimetro inicial/final valido","68.A data=45289 h1= h2=ok"
Karitel,PIVÔ 68,99,"sem horimetro inicial/final valido","68.A data=45291 h1= h2=ok"
Karitel,PIVÔ 68,122,"sem horimetro inicial/final valido","68.A data=45422 h1= h2=1067.2"
Karitel,PIVÔ 68,127,"sem data de inicio","68.A"
Karitel,PIVÔ 68,128,"sem data de inicio","68.A"
Karitel,PIVÔ 68,137,"sem data de inicio","68.A"
Karitel,PIVÔ 68,138,"sem data de inicio","68.A"
Karitel,PIVÔ 68,139,"sem data de inicio","68.A"
Karitel,PIVÔ 68,140,"sem data de inicio","68.A"
Karitel,PIVÔ 68,141,"sem data de inicio","68.A"
Karitel,PIVÔ 68,142,"sem data de inicio","68.A"
Karitel,PIVÔ 69,9,"sem horimetro inicial/final valido","69.A data=44986 h1=65.3 h2="
Karitel,PIVÔ 69,10,"sem data de inicio","69.A"
Karitel,PIVÔ 69,95,"sem horimetro inicial/final valido","69.A+B data=45256 h1= h2="
Karitel,PIVÔ 69,96,"sem data de inicio","69.A+B"
Karitel,PIVÔ 69,97,"sem data de inicio","69.A+B"
Karitel,PIVÔ 69,98,"sem data de inicio","69.A+B"
Karitel,PIVÔ 69,99,"sem data de inicio","69.A+B"
Karitel,PIVÔ 69,107,"sem horimetro inicial/final valido","69.A data=45274 h1=ok h2="
Karitel,PIVÔ 69,108,"sem horimetro inicial/final valido","69.A data=45285 h1=ok h2="
Karitel,PIVÔ 69,109,"sem horimetro inicial/final valido","69.A data=45286 h1=ok h2="
Karitel,PIVÔ 69,110,"sem horimetro inicial/final valido","69.A data=45287 h1=ok h2="
Karitel,PIVÔ 69,111,"sem horimetro inicial/final valido","69.A data=45288 h1=ok h2="
Karitel,PIVÔ 69,112,"sem horimetro inicial/final valido","69.A data=45289 h1=ok h2="
Karitel,PIVÔ 69,113,"sem horimetro inicial/final valido","69.A data=45303 h1=ok h2="
Karitel,PIVÔ 69,114,"sem horimetro inicial/final valido","69.A data=45308 h1=ok h2=496.3"
Karitel,PIVÔ 69,115,"sem horimetro inicial/final valido","69.A data=45309 h1=ok h2="
Karitel,PIVÔ 69,138,"sem data de inicio","69.A"
Karitel,PIVÔ 69,139,"sem data de inicio","69.A"
Karitel,PIVÔ 69,173,"sem data de inicio","69.A"
Karitel,PIVÔ 69,174,"sem data de inicio","69.A"
Karitel,PIVÔ 69,175,"sem data de inicio","69.A"
Karitel,PIVÔ 69,176,"sem data de inicio","69.A"
Karitel,PIVÔ 70,8,"sem horimetro inicial/final valido","70.A data=44986 h1= h2=58.5"
Karitel,PIVÔ 70,9,"sem data de inicio","70.A"
Karitel,PIVÔ 70,10,"sem data de inicio","70.A"
Karitel,PIVÔ 70,11,"sem data de inicio","70.A"
Karitel,PIVÔ 70,12,"sem data de inicio","70.A"
Karitel,PIVÔ 70,13,"sem data de inicio","70.A"
Karitel,PIVÔ 70,14,"sem data de inicio","70.A"
Karitel,PIVÔ 70,22,"sem horimetro inicial/final valido","70.A data=45031 h1= h2="
Karitel,PIVÔ 70,23,"sem horimetro inicial/final valido","70.A data=45033 h1= h2="
Karitel,PIVÔ 70,24,"sem horimetro inicial/final valido","70.A data=45034 h1= h2="
Karitel,PIVÔ 70,25,"sem horimetro inicial/final valido","70.A data=45036 h1= h2="
Karitel,PIVÔ 70,26,"sem horimetro inicial/final valido","70.A data=45037 h1= h2=139.19999999999999"
Karitel,PIVÔ 70,28,"sem horimetro inicial/final valido","70.A data=45039 h1= h2="
Karitel,PIVÔ 70,29,"sem horimetro inicial/final valido","70.A data=45042 h1= h2="
Karitel,PIVÔ 70,32,"sem horimetro inicial/final valido","70.A data=45058 h1= h2="
Karitel,PIVÔ 70,33,"sem horimetro inicial/final valido","70.A data=45061 h1= h2="
Karitel,PIVÔ 70,34,"sem horimetro inicial/final valido","70.A data=45065 h1= h2="
Karitel,PIVÔ 70,35,"sem horimetro inicial/final valido","70.A data=45068 h1= h2="
Karitel,PIVÔ 70,36,"sem horimetro inicial/final valido","70.A data=45071 h1= h2="
Karitel,PIVÔ 70,37,"sem horimetro inicial/final valido","70.A data=28/05/2023 h1= h2="
Karitel,PIVÔ 70,39,"sem data de inicio","70.A"
Karitel,PIVÔ 70,126,"sem horimetro inicial/final valido","70.A+B+C+D data=45256 h1=55 h2="
Karitel,PIVÔ 70,127,"sem horimetro inicial/final valido","70.A+B data=45260 h1= h2="
Karitel,PIVÔ 70,128,"sem data de inicio","70.A+B+C+D"
Karitel,PIVÔ 70,129,"sem data de inicio","70.A+B+C+D"
Karitel,PIVÔ 70,130,"sem data de inicio","70.A+B+C+D"
Karitel,PIVÔ 70,131,"sem data de inicio","70.A+B+C+D"
Karitel,PIVÔ 70,132,"sem data de inicio","70.A+B+C+D"
Karitel,PIVÔ 70,133,"sem data de inicio","70.A+B+C+D"
Karitel,PIVÔ 70,177,"sem data de inicio","70.A"
Karitel,PIVÔ 70,194,"sem horimetro inicial/final valido","70.A data=45522 h1= h2=771.6"
Karitel,PIVÔ 70,195,"sem data de inicio","70.A"
Karitel,PIVÔ 70,196,"sem data de inicio","70.A"
Karitel,PIVÔ 70,197,"sem data de inicio","70.A"
Karitel,PIVÔ 70,198,"sem data de inicio","70.A"
Karitel,PIVÔ 70,199,"sem data de inicio","70.A"
Karitel,PIVÔ 71,12,"sem data de inicio","71.A"
Karitel,PIVÔ 71,13,"sem data de inicio","71.A"
Karitel,PIVÔ 72,8,"sem data de inicio","72"
Karitel,PIVÔ 72,9,"sem horimetro inicial/final valido","72 data=44981 h1= h2=118.5"
Karitel,PIVÔ 72,10,"sem data de inicio","72"
Karitel,PIVÔ 72,11,"sem data de inicio","72"
Karitel,PIVÔ 72,12,"sem data de inicio","72"
Karitel,PIVÔ 72,13,"sem data de inicio","72"
Karitel,PIVÔ 72,14,"sem data de inicio","72"
Karitel,PIVÔ 72,15,"sem data de inicio","72"
Karitel,PIVÔ 72,16,"sem data de inicio","72"
Karitel,PIVÔ 72,25,"sem horimetro inicial/final valido","72 data=45036 h1= h2="
Karitel,PIVÔ 72,26,"sem horimetro inicial/final valido","72 data=45037 h1= h2=198.6"
Karitel,PIVÔ 72,27,"sem horimetro inicial/final valido","72 data=45038 h1= h2="
Karitel,PIVÔ 72,28,"sem horimetro inicial/final valido","72 data=45039 h1= h2="
Karitel,PIVÔ 72,29,"sem horimetro inicial/final valido","72 data=45040 h1= h2="
Karitel,PIVÔ 72,30,"sem horimetro inicial/final valido","72 data=45041 h1= h2="
Karitel,PIVÔ 72,31,"sem horimetro inicial/final valido","72 data=45042 h1= h2="
Karitel,PIVÔ 72,35,"sem horimetro inicial/final valido","72 data=45053 h1= h2=349.1"
Karitel,PIVÔ 72,39,"sem horimetro inicial/final valido","72 data=45069 h1= h2="
Karitel,PIVÔ 72,40,"sem horimetro inicial/final valido","72 data=26/05/2023 h1= h2=56.5"
Karitel,PIVÔ 72,41,"data de inicio nao parseavel como serial Excel plausivel","72 data=29/05/2023"
Karitel,PIVÔ 72,42,"data de inicio nao parseavel como serial Excel plausivel","72 data=30/05/2023"
Karitel,PIVÔ 72,130,"sem horimetro inicial/final valido","72.B+C+D data=45242 h1= h2="
Karitel,PIVÔ 72,131,"sem data de inicio","72.A+B+C+D"
Karitel,PIVÔ 72,132,"sem horimetro inicial/final valido","72.C data=45244 h1= h2="
Karitel,PIVÔ 72,133,"sem data de inicio","72.A+B+C+D"
Karitel,PIVÔ 72,134,"sem data de inicio","72.A+B+C+D"
Karitel,PIVÔ 72,135,"sem data de inicio","72.A+B+C+D"
Karitel,PIVÔ 72,143,"sem horimetro inicial/final valido","72.A data=45288 h1= h2=ok"
Karitel,PIVÔ 72,144,"sem horimetro inicial/final valido","72.A data=45303 h1= h2=ok"
Karitel,PIVÔ 72,145,"sem horimetro inicial/final valido","72.A data=45303 h1= h2=ok"
Karitel,PIVÔ 72,172,"sem data de inicio","72.A"
Karitel,PIVÔ 72,173,"sem data de inicio","72.A"
Karitel,PIVÔ 72,175,"numero de pivo fora da faixa plausivel (1-250)","2024"
Karitel,PIVÔ 72,182,"sem data de inicio","72.A"
Karitel,PIVÔ 72,183,"sem data de inicio","72.A"
Karitel,PIVÔ 72,184,"sem data de inicio","72.A"
Karitel,PIVÔ 72,185,"sem data de inicio","72.A"
Karitel,PIVÔ 72,186,"sem data de inicio","72.A"
Karitel,PIVÔ 72,187,"sem data de inicio","72.A"
Karitel,PIVÔ 72,188,"sem data de inicio","72.A"
Karitel,PIVÔ 72,189,"sem data de inicio","72.A"
Karitel,PIVÔ 72,190,"sem data de inicio","72.A"
Karitel,PIVÔ 72,191,"sem data de inicio","72.A"
Karitel,PIVÔ 72,192,"sem data de inicio","72.A"
Karitel,PIVÔ 72,193,"sem data de inicio","72.A"
Karitel,PIVÔ 72,194,"sem data de inicio","72.A"
Karitel,PIVÔ 72,195,"sem data de inicio","72.A"
Karitel,PIVÔ 72,196,"sem data de inicio","72.A"
Karitel,PIVÔ 72,197,"sem data de inicio","72.A"
Karitel,PIVÔ 72,198,"sem data de inicio","72.A"
Karitel,PIVÔ 72,199,"sem data de inicio","72.A"
Karitel,PIVÔ 72,200,"sem data de inicio","72.A"
Karitel,PIVÔ 72,201,"sem data de inicio","72.A"
Karitel,PIVÔ 72,202,"sem data de inicio","72.A"
Karitel,PIVÔ 72,203,"sem data de inicio","72.A"
Karitel,PIVÔ 72,204,"sem data de inicio","72.A"
Karitel,PIVÔ 72,205,"sem data de inicio","72.A"
Karitel,PIVÔ 72,206,"sem data de inicio","72.A"
Karitel,PIVÔ 72,207,"sem data de inicio","72.A"
Karitel,PIVÔ 72,208,"sem data de inicio","72.A"
Karitel,PIVÔ 72,209,"sem data de inicio","72.A"
Karitel,PIVÔ 72,210,"sem data de inicio","72.A"
Karitel,PIVÔ 72,211,"sem data de inicio","72.A"
Karitel,PIVÔ 72,212,"sem data de inicio","72.A"
Karitel,PIVÔ 72,213,"sem data de inicio","72.A"
Karitel,PIVÔ 72,214,"sem data de inicio","72.A"
Karitel,PIVÔ 72,215,"sem data de inicio","72.A"
Karitel,PIVÔ 72,216,"sem data de inicio","72.A"
Karitel,PIVÔ 73,43,"sem horimetro inicial/final valido","50.A+B data=12 h1= h2="
Karitel,PIVÔ 73,135,"sem horimetro inicial/final valido","50.A+B data=43866 h1= h2="
Karitel,PIVÔ 73,185,"sem horimetro inicial/final valido","50.A+B data=44188 h1= h2="
Karitel,PIVÔ 73,186,"sem horimetro inicial/final valido","50.A+B data=44193 h1= h2="
Karitel,PIVÔ 73,187,"sem horimetro inicial/final valido","50.A+B data=44195 h1= h2="
Karitel,PIVÔ 73,206,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,207,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,208,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,209,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,210,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,211,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,212,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,213,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,214,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,215,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,261,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,262,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,263,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,264,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,265,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,266,"sem data de inicio","50.A+B"
Karitel,PIVÔ 73,290,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,347,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,389,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,390,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,391,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,392,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,393,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,394,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,395,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,396,"sem data de inicio","73.A+B"
Karitel,PIVÔ 73,437,"sem data de inicio","73.A"
Karitel,PIVÔ 73,438,"sem data de inicio","73.A"
Karitel,PIVÔ 73,447,"sem data de inicio","73.A"
Karitel,PIVÔ 73,448,"sem data de inicio","73.A"
Karitel,PIVÔ 73,449,"sem data de inicio","73.A"
Karitel,PIVÔ 73,450,"sem data de inicio","73.A"
Karitel,PIVÔ 73,451,"sem data de inicio","73.A"
Karitel,PIVÔ 73,452,"sem data de inicio","73.A"
Karitel,PIVÔ 73,453,"sem data de inicio","73.A"
Karitel,PIVÔ 73,454,"sem data de inicio","73.A"
Karitel,PIVÔ 73,455,"sem data de inicio","73.A"
Karitel,PIVÔ 73,456,"sem data de inicio","73.A"
Karitel,PIVÔ 73,457,"sem data de inicio","73.A"
Karitel,PIVÔ 73,458,"sem data de inicio","73.A"
Karitel,PIVÔ 73,459,"sem data de inicio","73.A"
Karitel,PIVÔ 73,460,"sem data de inicio","73.A"
Karitel,PIVÔ 73,461,"sem data de inicio","73.A"
Karitel,PIVÔ 73,462,"sem data de inicio","73.A"
Karitel,PIVÔ 73,463,"sem data de inicio","73.A"
Karitel,PIVÔ 73,464,"sem data de inicio","73.A"
Karitel,PIVÔ 74,126,"data de inicio nao parseavel como serial Excel plausivel","51.A+B data=339"
Karitel,PIVÔ 74,152,"sem horimetro inicial/final valido","51.A+B data=44105 h1=766 h2="
Karitel,PIVÔ 74,208,"data de inicio nao parseavel como serial Excel plausivel","51.A+B+C+D data=09/07/202"
Karitel,PIVÔ 74,308,"sem data de inicio","51"
Karitel,PIVÔ 74,317,"sem horimetro inicial/final valido","74 data=44451 h1= h2="
Karitel,PIVÔ 74,336,"sem data de inicio","74"
Karitel,PIVÔ 74,390,"sem horimetro inicial/final valido","74 data=44806 h1=845 h2="
Karitel,PIVÔ 74,391,"sem horimetro inicial/final valido","74 data=44810 h1= h2="
Karitel,PIVÔ 74,392,"sem horimetro inicial/final valido","74 data=44812 h1= h2="
Karitel,PIVÔ 74,393,"sem horimetro inicial/final valido","74 data=44816 h1= h2="
Karitel,PIVÔ 74,434,"sem data de inicio","74.A"
Karitel,PIVÔ 74,435,"sem data de inicio","74.A"
Karitel,PIVÔ 74,436,"sem data de inicio","74.A"
Karitel,PIVÔ 74,437,"sem data de inicio","74.A"
Karitel,PIVÔ 74,449,"sem horimetro inicial/final valido","74.A data=45287 h1=42.6 h2=ok"
Karitel,PIVÔ 74,450,"sem horimetro inicial/final valido","74.A data=45289 h1= h2=ok"
Karitel,PIVÔ 74,451,"sem horimetro inicial/final valido","74.A data=45309 h1=ok h2="
Karitel,PIVÔ 74,452,"sem horimetro inicial/final valido","74.A data=45310 h1=ok h2="
Karitel,PIVÔ 74,459,"sem horimetro inicial/final valido","74.A data=45378 h1= h2="
Karitel,PIVÔ 74,460,"sem horimetro inicial/final valido","74.A data=45380 h1= h2="
Karitel,PIVÔ 74,461,"sem horimetro inicial/final valido","74.A data=45382 h1= h2="
Karitel,PIVÔ 74,470,"sem data de inicio","74.A"
Karitel,PIVÔ 74,472,"numero de pivo fora da faixa plausivel (1-250)","2024"
Karitel,PIVÔ 74,479,"sem data de inicio","74.A"
Karitel,PIVÔ 74,480,"sem data de inicio","74.A"
Karitel,PIVÔ 74,481,"sem data de inicio","74.A"
Karitel,PIVÔ 74,482,"sem data de inicio","74.A"
Karitel,PIVÔ 74,483,"sem data de inicio","74.A"
Karitel,PIVÔ 74,484,"sem data de inicio","74.A"
Karitel,PIVÔ 74,485,"sem data de inicio","74.A"
Karitel,PIVÔ 74,486,"sem data de inicio","74.A"
Karitel,PIVÔ 74,487,"sem data de inicio","74.A"
Karitel,PIVÔ 74,488,"sem data de inicio","74.A"
Karitel,PIVÔ 74,489,"sem data de inicio","74.A"
Karitel,PIVÔ 74,490,"sem data de inicio","74.A"
Karitel,PIVÔ 74,491,"sem data de inicio","74.A"
Karitel,PIVÔ 74,492,"sem data de inicio","74.A"
Karitel,PIVÔ 74,493,"sem data de inicio","74.A"
Karitel,PIVÔ 74,494,"sem data de inicio","74.A"
RDM,PIVÔ 101,39,"sem data de inicio","101"
RDM,PIVÔ 101,94,"sem data de inicio","106"
RDM,PIVÔ 101,95,"sem data de inicio","107"
RDM,PIVÔ 101,96,"sem data de inicio","108"
RDM,PIVÔ 101,152,"sem data de inicio","101"
RDM,PIVÔ 101,183,"sem data de inicio","101"
RDM,PIVÔ 101,184,"sem data de inicio","101"
RDM,PIVÔ 101,185,"sem data de inicio","101"
RDM,PIVÔ 101,186,"sem data de inicio","101"
RDM,PIVÔ 101,187,"sem data de inicio","101"
RDM,PIVÔ 101,213,"sem data de inicio","101"
RDM,PIVÔ 101,214,"sem data de inicio","101"
RDM,PIVÔ 101,316,"sem data de inicio","101"
RDM,PIVÔ 101,317,"sem data de inicio","101"
RDM,PIVÔ 101,350,"sem data de inicio","101"
RDM,PIVÔ 101,366,"sem data de inicio","101"
RDM,PIVÔ 101,410,"sem data de inicio","101"
RDM,PIVÔ 101,412,"numero de pivo fora da faixa plausivel (1-250)","2024"
RDM,PIVÔ 101,420,"sem data de inicio","101"
RDM,PIVÔ 101,421,"sem data de inicio","101"
RDM,PIVÔ 101,422,"sem data de inicio","101"
RDM,PIVÔ 101,423,"sem data de inicio","101"
RDM,PIVÔ 101,424,"sem data de inicio","101"
RDM,PIVÔ 101,425,"sem data de inicio","101"
RDM,PIVÔ 102,153,"data de inicio nao parseavel como serial Excel plausivel","102 data=20"
RDM,PIVÔ 102,174,"data de inicio nao parseavel como serial Excel plausivel","102. C+D data=10"
RDM,PIVÔ 102,199,"sem data de inicio","102"
RDM,PIVÔ 102,200,"sem data de inicio","102"
RDM,PIVÔ 102,391,"sem data de inicio","102. A+B+C+D"
RDM,PIVÔ 102,392,"sem data de inicio","102. A+B+C+D"
RDM,PIVÔ 102,480,"sem data de inicio","102. A+B+C+D"
RDM,PIVÔ 102,505,"sem data de inicio","102"
RDM,PIVÔ 102,506,"sem data de inicio","102"
RDM,PIVÔ 102,585,"sem data de inicio","102"
RDM,PIVÔ 102,586,"sem data de inicio","102"
RDM,PIVÔ 102,587,"sem data de inicio","102"
RDM,PIVÔ 102,588,"sem data de inicio","102"
RDM,PIVÔ 102,589,"sem data de inicio","102"
RDM,PIVÔ 102,632,"sem data de inicio","102"
RDM,PIVÔ 102,654,"sem data de inicio","102"
RDM,PIVÔ 102,655,"sem data de inicio","102"
RDM,PIVÔ 102,656,"sem data de inicio","102"
RDM,PIVÔ 102,657,"sem data de inicio","102"
RDM,PIVÔ 102,658,"sem data de inicio","102"
RDM,PIVÔ 102,659,"sem data de inicio","102"
RDM,PIVÔ 102,660,"sem data de inicio","102"
RDM,PIVÔ 102,661,"sem data de inicio","102"
RDM,PIVÔ 102,662,"sem data de inicio","102"
RDM,PIVÔ 102,663,"sem data de inicio","102"
RDM,PIVÔ 102,664,"sem data de inicio","102"
RDM,PIVÔ 102,665,"sem data de inicio","102"
RDM,PIVÔ 102,666,"sem data de inicio","102"
RDM,PIVÔ 102,667,"sem data de inicio","102"
RDM,PIVÔ 102,668,"sem data de inicio","102"
RDM,PIVÔ 103,108,"sem data de inicio","103"
RDM,PIVÔ 103,109,"sem data de inicio","103"
RDM,PIVÔ 103,110,"sem data de inicio","103"
RDM,PIVÔ 103,111,"sem data de inicio","103"
RDM,PIVÔ 103,112,"sem data de inicio","103"
RDM,PIVÔ 103,113,"sem data de inicio","103"
RDM,PIVÔ 103,114,"sem data de inicio","103"
RDM,PIVÔ 103,162,"sem data de inicio","103"
RDM,PIVÔ 103,163,"sem data de inicio","103"
RDM,PIVÔ 103,164,"sem data de inicio","103"
RDM,PIVÔ 103,199,"data de inicio nao parseavel como serial Excel plausivel","103 data=103"
RDM,PIVÔ 103,220,"sem data de inicio","103"
RDM,PIVÔ 103,221,"sem data de inicio","103"
RDM,PIVÔ 103,246,"sem data de inicio","103"
RDM,PIVÔ 103,247,"sem data de inicio","103"
RDM,PIVÔ 103,248,"sem data de inicio","103"
RDM,PIVÔ 103,249,"sem data de inicio","103"
RDM,PIVÔ 103,250,"sem data de inicio","103"
RDM,PIVÔ 103,271,"sem data de inicio","103"
RDM,PIVÔ 103,272,"sem data de inicio","103"
RDM,PIVÔ 103,374,"sem data de inicio","103"
RDM,PIVÔ 103,375,"sem data de inicio","103"
RDM,PIVÔ 103,388,"data de inicio nao parseavel como serial Excel plausivel","103 data=06/202/2023"
RDM,PIVÔ 103,408,"sem data de inicio","103"
RDM,PIVÔ 103,469,"sem data de inicio","103"
RDM,PIVÔ 103,470,"sem data de inicio","103"
RDM,PIVÔ 103,471,"sem data de inicio","103"
RDM,PIVÔ 103,472,"sem data de inicio","103"
RDM,PIVÔ 103,473,"sem data de inicio","103"
RDM,PIVÔ 103,474,"sem data de inicio","103"
RDM,PIVÔ 104,140,"sem horimetro inicial/final valido","104 data=44261 h1= h2="
RDM,PIVÔ 104,141,"sem data de inicio","104"
RDM,PIVÔ 104,142,"sem data de inicio","104"
RDM,PIVÔ 104,143,"sem data de inicio","104"
RDM,PIVÔ 104,144,"sem data de inicio","104"
RDM,PIVÔ 104,145,"sem data de inicio","104"
RDM,PIVÔ 104,146,"sem data de inicio","104"
RDM,PIVÔ 104,147,"sem data de inicio","104"
RDM,PIVÔ 104,207,"sem data de inicio","104"
RDM,PIVÔ 104,208,"sem data de inicio","104"
RDM,PIVÔ 104,234,"sem data de inicio","104"
RDM,PIVÔ 104,235,"sem data de inicio","104"
RDM,PIVÔ 104,236,"sem data de inicio","104"
RDM,PIVÔ 104,237,"sem data de inicio","104"
RDM,PIVÔ 104,256,"sem data de inicio","104"
RDM,PIVÔ 104,257,"sem data de inicio","104"
RDM,PIVÔ 104,355,"sem data de inicio","104"
RDM,PIVÔ 104,356,"sem data de inicio","104"
RDM,PIVÔ 104,392,"sem data de inicio","104"
RDM,PIVÔ 104,393,"sem data de inicio","104"
RDM,PIVÔ 104,407,"sem data de inicio","104"
RDM,PIVÔ 104,408,"sem data de inicio","104"
RDM,PIVÔ 104,456,"sem data de inicio","104"
RDM,PIVÔ 104,466,"sem data de inicio","104"
RDM,PIVÔ 104,467,"sem data de inicio","104"
RDM,PIVÔ 104,468,"sem data de inicio","104"
RDM,PIVÔ 104,469,"sem data de inicio","104"
RDM,PIVÔ 104,470,"sem data de inicio","104"
RDM,PIVÔ 104,471,"sem data de inicio","104"
RDM,PIVÔ 104,472,"sem data de inicio","104"
RDM,PIVÔ 104,473,"sem data de inicio","104"
RDM,PIVÔ 104,474,"sem data de inicio","104"
RDM,PIVÔ 104,475,"sem data de inicio","104"
RDM,PIVÔ 104,476,"sem data de inicio","104"
RDM,PIVÔ 104,477,"sem data de inicio","104"
RDM,PIVÔ 104,478,"sem data de inicio","104"
RDM,PIVÔ 104,479,"sem data de inicio","104"
RDM,PIVÔ 104,480,"sem data de inicio","104"
RDM,PIVÔ 104,481,"sem data de inicio","104"
RDM,PIVÔ 104,482,"sem data de inicio","104"
RDM,PIVÔ 104,483,"sem data de inicio","104"
RDM,PIVÔ 104,484,"sem data de inicio","104"
RDM,PIVÔ 104,485,"sem data de inicio","104"
RDM,PIVÔ 104,486,"sem data de inicio","104"
RDM,PIVÔ 104,487,"sem data de inicio","104"
RDM,PIVÔ 104,488,"sem data de inicio","104"
RDM,PIVÔ 104,489,"sem data de inicio","104"
RDM,PIVÔ 105,65,"data de inicio nao parseavel como serial Excel plausivel","105 data=0"
RDM,PIVÔ 105,125,"sem data de inicio","105"
RDM,PIVÔ 105,126,"sem data de inicio","105"
RDM,PIVÔ 105,127,"sem data de inicio","105"
RDM,PIVÔ 105,128,"sem data de inicio","105"
RDM,PIVÔ 105,129,"sem data de inicio","105"
RDM,PIVÔ 105,130,"sem data de inicio","105"
RDM,PIVÔ 105,131,"sem data de inicio","105"
RDM,PIVÔ 105,192,"sem data de inicio","105"
RDM,PIVÔ 105,193,"sem data de inicio","105"
RDM,PIVÔ 105,194,"sem data de inicio","105"
RDM,PIVÔ 105,195,"sem data de inicio","105"
RDM,PIVÔ 105,196,"sem data de inicio","105"
RDM,PIVÔ 105,227,"sem data de inicio","105"
RDM,PIVÔ 105,230,"sem data de inicio","105"
RDM,PIVÔ 105,257,"sem data de inicio","105"
RDM,PIVÔ 105,258,"sem data de inicio","105"
RDM,PIVÔ 105,259,"sem data de inicio","105"
RDM,PIVÔ 105,260,"sem data de inicio","105"
RDM,PIVÔ 105,261,"sem data de inicio","105"
RDM,PIVÔ 105,290,"sem data de inicio","105"
RDM,PIVÔ 105,291,"sem data de inicio","105"
RDM,PIVÔ 105,326,"sem data de inicio","105"
RDM,PIVÔ 105,327,"sem data de inicio","105"
RDM,PIVÔ 105,373,"data de inicio nao parseavel como serial Excel plausivel","105 data=25/05/2023"
RDM,PIVÔ 105,374,"data de inicio nao parseavel como serial Excel plausivel","105 data=26/05/2023"
RDM,PIVÔ 105,520,"sem data de inicio","105"
RDM,PIVÔ 105,521,"sem data de inicio","105"
RDM,PIVÔ 105,522,"sem data de inicio","105"
RDM,PIVÔ 105,523,"sem data de inicio","105"
RDM,PIVÔ 105,524,"sem data de inicio","105"
RDM,PIVÔ 105,525,"sem data de inicio","105"
RDM,PIVÔ 105,526,"sem data de inicio","105"
RDM,PIVÔ 105,527,"sem data de inicio","105"
