farm,sheet,row,motivo,raw
Karitel,PIVÔ 55,423,"sem data de inicio","55.A+B+C+D"
Karitel,PIVÔ 55,424,"sem data de inicio","55.A+B+C+D"
Karitel,PIVÔ 55,425,"sem data de inicio","55.A+B+C+D"
Karitel,PIVÔ 55,426,"sem data de inicio","55.A+B+C+D"
Karitel,PIVÔ 55,474,"data de inicio nao parseavel como serial Excel plausivel","55.A data=27/05/2023"
Karitel,PIVÔ 55,475,"data de inicio nao parseavel como serial Excel plausivel","55.A data=30/05/2023"
Karitel,PIVÔ 55,490,"sem data de inicio","55.A"
Karitel,PIVÔ 55,491,"sem data de inicio","55.A"
Karitel,PIVÔ 55,502,"sem horimetro inicial/final valido","55.A data=45268 h1=ok h2="
Karitel,PIVÔ 55,503,"sem horimetro inicial/final valido","55.A data=45269 h1=ok h2="
Karitel,PIVÔ 55,504,"sem horimetro inicial/final valido","55.A data=45270 h1=ok h2="
Karitel,PIVÔ 55,505,"sem horimetro inicial/final valido","55.A data=45272 h1=ok h2="
Karitel,PIVÔ 55,506,"sem horimetro inicial/final valido","55.A data=45273 h1=ok h2="
Karitel,PIVÔ 55,507,"sem horimetro inicial/final valido","55.A data=45274 h1=ok h2=350.3"
Karitel,PIVÔ 55,539,"sem data de inicio","55.A"
Karitel,PIVÔ 55,570,"sem data de inicio","55.A"
Karitel,PIVÔ 55,571,"sem data de inicio","55.A"
Karitel,PIVÔ 56,131,"data de inicio nao parseavel como serial Excel plausivel","56.A+B+C+D data=24/09/220"
Karitel,PIVÔ 56,170,"sem data de inicio","56.A+B"
Karitel,PIVÔ 56,216,"sem data de inicio","56.A+B+C+D"
Karitel,PIVÔ 56,267,"sem data de inicio","56.A+B+C+D"
Karitel,PIVÔ 56,327,"sem data de inicio","56.A+B+C+D"
Karitel,PIVÔ 56,328,"sem data de inicio","56.A+B+C+D"
Karitel,PIVÔ 56,386,"sem data de inicio","56.A+B+C+D"
Karitel,PIVÔ 56,387,"sem data de inicio","56.A+B+C+D"
Karitel,PIVÔ 56,388,"sem data de inicio","56.A+B+C+D"
Karitel,PIVÔ 56,434,"data de inicio nao parseavel como serial Excel plausivel","56.A data=27/05/2023"
Karitel,PIVÔ 56,435,"data de inicio nao parseavel como serial Excel plausivel","56.A data=30/05/2023"
Karitel,PIVÔ 56,446,"sem horimetro inicial/final valido","56.A data=45108 h1=367.9 h2="
Karitel,PIVÔ 56,447,"sem horimetro inicial/final valido","56.A data=45109 h1= h2="
Karitel,PIVÔ 56,448,"sem data de inicio","56.A"
Karitel,PIVÔ 56,449,"sem data de inicio","56.A"
Karitel,PIVÔ 56,450,"sem data de inicio","56.A"
Karitel,PIVÔ 56,451,"sem data de inicio","56.A"
Karitel,PIVÔ 56,452,"sem data de inicio","56.A"
Karitel,PIVÔ 56,500,"sem data de inicio","56.A"
Karitel,PIVÔ 56,501,"sem data de inicio","56.A"
Karitel,PIVÔ 56,541,"sem data de inicio","56.A"
Karitel,PIVÔ 56,542,"sem data de inicio","56.A"
Karitel,PIVÔ 56,543,"sem data de inicio","56.A"
Karitel,PIVÔ 56,544,"sem data de inicio","56.A"
Karitel,PIVÔ 56,545,"sem data de inicio","56.A"
Karitel,PIVÔ 56,546,"sem data de inicio","56.A"
Karitel,PIVÔ 56,547,"sem data de inicio","56.A"
Karitel,PIVÔ 56,548,"sem data de inicio","56.A"
Karitel,PIVÔ 56,549,"sem data de inicio","56.A"
Karitel,PIVÔ 57,8,"sem horimetro inicial/final valido","57.A data=44975 h1= h2=67.2"
Karitel,PIVÔ 57,36,"data de inicio nao parseavel como serial Excel plausivel","57.A data=27/05/2023"
Karitel,PIVÔ 57,37,"data de inicio nao parseavel como serial Excel plausivel","57.A data=29/05/2023"
Karitel,PIVÔ 57,40,"sem data de inicio","57.A"
Karitel,PIVÔ 57,117,"sem data de inicio","57.A+B+C+D"
Karitel,PIVÔ 57,118,"sem horimetro inicial/final valido","57.C data=45229 h1=ok h2="
Karitel,PIVÔ 57,119,"sem horimetro inicial/final valido","57.A+B data=45231 h1=ok h2="
Karitel,PIVÔ 57,120,"sem horimetro inicial/final valido","57.A+B+C+D data=45237 h1=ok h2="
Karitel,PIVÔ 57,121,"sem horimetro inicial/final valido","57.A+B+C+D data=45242 h1=ok h2="
Karitel,PIVÔ 57,122,"sem horimetro inicial/final valido","57.A+B+C+D data=45244 h1=ok h2="
Karitel,PIVÔ 57,123,"sem horimetro inicial/final valido","57.B data=45246 h1=ok h2="
Karitel,PIVÔ 57,124,"sem horimetro inicial/final valido","57.A+B+C+D data=45255 h1=ok h2="
Karitel,PIVÔ 57,125,"sem horimetro inicial/final valido","57.A+B+C+D data=45258 h1=ok h2="
Karitel,PIVÔ 57,126,"sem horimetro inicial/final valido","57.A+B+C+D data=45261 h1=ok h2="
Karitel,PIVÔ 57,127,"sem horimetro inicial/final valido","57.A+B+C+D data=45267 h1=ok h2="
Karitel,PIVÔ 57,128,"sem horimetro inicial/final valido","57.A+B+C+D data=45269 h1=ok h2="
Karitel,PIVÔ 57,129,"sem horimetro inicial/final valido","57.B+C data=45273 h1=ok h2="
Karitel,PIVÔ 57,130,"sem horimetro inicial/final valido","57.B+C data=45274 h1=ok h2="
Karitel,PIVÔ 57,131,"sem data de inicio","57.A+B+C+D"
Karitel,PIVÔ 57,132,"sem data de inicio","57.A+B+C+D"
Karitel,PIVÔ 57,133,"sem data de inicio","57.A+B+C+D"
Karitel,PIVÔ 57,134,"sem data de inicio","57.A+B+C+D"
Karitel,PIVÔ 57,135,"sem data de inicio","57.A+B+C+D"
Karitel,PIVÔ 57,136,"sem data de inicio","57.A+B+C+D"
Karitel,PIVÔ 57,137,"sem data de inicio","57.A+B+C+D"
Karitel,PIVÔ 57,145,"sem horimetro inicial/final valido","57.A data=45308 h1=OK h2="
Karitel,PIVÔ 57,146,"sem horimetro inicial/final valido","57.A data=45309 h1=ok h2="
Karitel,PIVÔ 57,147,"sem horimetro inicial/final valido","57.A data=45310 h1=ok h2="
Karitel,PIVÔ 57,148,"sem horimetro inicial/final valido","57.A data=45315 h1=ok h2="
Karitel,PIVÔ 57,149,"sem horimetro inicial/final valido","57.A data=45317 h1= h2="
Karitel,PIVÔ 57,150,"sem horimetro inicial/final valido","57.A data=45319 h1= h2="
Karitel,PIVÔ 57,185,"sem horimetro inicial/final valido","57.A data=45461 h1=692.1 h2="
Karitel,PIVÔ 57,186,"sem horimetro inicial/final valido","57.A data=45465 h1= h2="
Karitel,PIVÔ 57,187,"sem horimetro inicial/final valido","57.A data=45466 h1= h2="
Karitel,PIVÔ 57,188,"sem data de inicio","57.A"
Karitel,PIVÔ 57,189,"sem data de inicio","57.A"
Karitel,PIVÔ 57,191,"numero de pivo fora da faixa plausivel (1-250)","2024"
Karitel,PIVÔ 57,205,"sem horimetro inicial/final valido","57.A data=45521 h1=46.3 h2="
Karitel,PIVÔ 57,206,"sem data de inicio","57.A"
Karitel,PIVÔ 57,207,"sem data de inicio","57.A"
Karitel,PIVÔ 57,208,"sem data de inicio","57.A"
Karitel,PIVÔ 57,209,"sem data de inicio","57.A"
Karitel,PIVÔ 57,210,"sem data de inicio","57.A"
Karitel,PIVÔ 57,211,"sem data de inicio","57.A"
Karitel,PIVÔ 57,212,"sem data de inicio","57.A"
Karitel,PIVÔ 57,213,"sem data de inicio","57.A"
Karitel,PIVÔ 57,214,"sem data de inicio","57.A"
Karitel,PIVÔ 57,215,"sem data de inicio","57.A"
Karitel,PIVÔ 57,216,"sem data de inicio","57.A"
Karitel,PIVÔ 57,217,"sem data de inicio","57.A"
Karitel,PIVÔ 57,218,"sem data de inicio","57.A"
Karitel,PIVÔ 58,8,"sem horimetro inicial/final valido","58.A data=44972 h1= h2=53.3"
Karitel,PIVÔ 58,13,"sem horimetro inicial/final valido","58.A data=45010 h1=164.8 h2="
Karitel,PIVÔ 58,14,"sem horimetro inicial/final valido","58.A data=45014 h1=384 h2="
Karitel,PIVÔ 58,22,"sem horimetro inicial/final valido","58.A data=45046 h1= h2="
Karitel,PIVÔ 58,23,"sem horimetro inicial/final valido","58.A data=45053 h1= h2="
Karitel,PIVÔ 58,24,"sem horimetro inicial/final valido","58.A data=45055 h1= h2="
Karitel,PIVÔ 58,25,"sem horimetro inicial/final valido","58.A data=45060 h1= h2="
Karitel,PIVÔ 58,26,"sem horimetro inicial/final valido","58.A data=45062 h1= h2="
Karitel,PIVÔ 58,27,"sem horimetro inicial/final valido","58.A data=45064 h1= h2="
Karitel,PIVÔ 58,28,"sem horimetro inicial/final valido","58.A data=45067 h1= h2="
Karitel,PIVÔ 58,36,"sem horimetro inicial/final valido","58.A data=45115 h1= h2=407"
Karitel,PIVÔ 58,113,"sem horimetro inicial/final valido","58.B data=45227 h1=1563 h2="
Karitel,PIVÔ 58,114,"sem horimetro inicial/final valido","58.B data=45229 h1= h2="
Karitel,PIVÔ 58,115,"sem horimetro inicial/final valido","58.A data=45230 h1= h2="
Karitel,PIVÔ 58,116,"sem horimetro inicial/final valido","58.B data=45231 h1= h2="
Karitel,PIVÔ 58,117,"sem horimetro inicial/final valido","58.A+B data=45235 h1= h2="
Karitel,PIVÔ 58,118,"sem horimetro inicial/final valido","58.A data=45236 h1= h2="
Karitel,PIVÔ 58,119,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,120,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,121,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,122,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,123,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,124,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,125,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,126,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,127,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,128,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,129,"sem data de inicio","58.A+B"
Karitel,PIVÔ 58,137,"sem horimetro inicial/final valido","58.A data=45274 h1= h2=ok"
Karitel,PIVÔ 58,138,"sem horimetro inicial/final valido","58.A data=45276 h1= h2=ok"
Karitel,PIVÔ 58,139,"sem horimetro inicial/final valido","58.A data=45285 h1= h2=ok"
Karitel,PIVÔ 58,140,"sem horimetro inicial/final valido","58.A data=45287 h1= h2=ok"
Karitel,PIVÔ 58,141,"sem horimetro inicial/final valido","58.A data=45288 h1= h2=ok"
Karitel,PIVÔ 58,142,"sem horimetro inicial/final valido","58.A data=45289 h1= h2=ok"
Karitel,PIVÔ 58,143,"sem horimetro inicial/final valido","58.A data=45327 h1= h2=288.89999999999998"
Karitel,PIVÔ 58,171,"sem data de inicio","58.A"
Karitel,PIVÔ 58,172,"sem data de inicio","58.A"
Karitel,PIVÔ 58,217,"sem data de inicio","58.A"
Karitel,PIVÔ 58,218,"sem data de inicio","58.A"
Karitel,PIVÔ 58,219,"sem data de inicio","58.A"
Karitel,PIVÔ 58,220,"sem data de inicio","58.A"
Karitel,PIVÔ 58,221,"sem data de inicio","58.A"
Karitel,PIVÔ 59,8,"sem horimetro inicial/final valido","59.A data=44972 h1= h2=46.5"
Karitel,PIVÔ 59,36,"sem horimetro inicial/final valido","59.A data=45062 h1= h2="
Karitel,PIVÔ 59,37,"sem horimetro inicial/final valido","59.A data=45064 h1= h2=562.79999999999995"
Karitel,PIVÔ 59,38,"sem horimetro inicial/final valido","59.A data=45067 h1= h2="
Karitel,PIVÔ 59,39,"sem horimetro inicial/final valido","59.A data=45069 h1= h2=610.29999999999995"
Karitel,PIVÔ 59,40,"sem horimetro inicial/final valido","59.A data=45071 h1= h2="
Karitel,PIVÔ 59,41,"sem horimetro inicial/final valido","59.A data=27/05/2023 h1= h2="
Karitel,PIVÔ 59,42,"sem horimetro inicial/final valido","59.A data=29/05/2023 h1= h2=658.3"
Karitel,PIVÔ 59,44,"sem horimetro inicial/final valido","59.A data=45081 h1=673.7 h2="
Karitel,PIVÔ 59,45,"sem data de inicio","59.A"
Karitel,PIVÔ 59,46,"sem data de inicio","59.A"
Karitel,PIVÔ 59,117,"sem horimetro inicial/final valido","59.A+B+C+D data=45243 h1=OK h2="
Karitel,PIVÔ 59,118,"sem horimetro inicial/final valido","59.A+B+C+D data=45245 h1=OK h2="
Karitel,PIVÔ 59,119,"sem horimetro inicial/final valido","59.A+B+C+D data=45256 h1=OK h2="
Karitel,PIVÔ 59,120,"sem horimetro inicial/final valido","59.A+B data=45259 h1=OK h2="
Karitel,PIVÔ 59,121,"sem horimetro inicial/final valido","59.A+B+C+D data=45261 h1=OK h2="
Karitel,PIVÔ 59,122,"sem horimetro inicial/final valido","59.A+B+C+D data=45269 h1=OK h2="
Karitel,PIVÔ 59,123,"sem horimetro inicial/final valido","59.A+B+C+D data=45272 h1=OK h2="
Karitel,PIVÔ 59,124,"sem horimetro inicial/final valido","59.A+B+C+D data=45274 h1=OK h2="
Karitel,PIVÔ 59,125,"sem horimetro inicial/final valido","59.A+B+C data=45277 h1=OK h2="
Karitel,PIVÔ 59,126,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,127,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,128,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,129,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,130,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,131,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,132,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,133,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,134,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,135,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,143,"sem horimetro inicial/final valido","59.A data=45309 h1=ok h2="
Karitel,PIVÔ 59,144,"sem horimetro inicial/final valido","59.A data=45310 h1=ok h2="
Karitel,PIVÔ 59,145,"sem horimetro inicial/final valido","59.A data=45313 h1=ok h2="
Karitel,PIVÔ 59,146,"sem horimetro inicial/final valido","59.A data=45316 h1=ok h2="
Karitel,PIVÔ 59,147,"sem horimetro inicial/final valido","59.A data=45317 h1= h2="
Karitel,PIVÔ 59,148,"sem horimetro inicial/final valido","59.A data=45319 h1= h2="
Karitel,PIVÔ 59,170,"sem horimetro inicial/final valido","59.A data=45421 h1= h2=104.8"
Karitel,PIVÔ 59,183,"sem horimetro inicial/final valido","59.A data=45466 h1=301.89999999999998 h2="
Karitel,PIVÔ 59,184,"sem data de inicio","59.A"
Karitel,PIVÔ 59,186,"numero de pivo fora da faixa plausivel (1-250)","2024"
Karitel,PIVÔ 59,196,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,197,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,198,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,199,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,200,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,201,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,202,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,203,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,204,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,205,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,206,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,207,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 59,208,"sem data de inicio","59.A+B+C+D"
Karitel,PIVÔ 60,8,"sem horimetro inicial/final valido","60.A data=44987 h1= h2=60.3"
Karitel,PIVÔ 60,25,"sem horimetro inicial/final valido","60.A data=45054 h1= h2="
Karitel,PIVÔ 60,26,"sem horimetro inicial/final valido","60.A data=45056 h1= h2="
Karitel,PIVÔ 60,27,"sem horimetro inicial/final valido","60.A data=45059 h1= h2=546.70000000000005"
Karitel,PIVÔ 60,28,"sem horimetro inicial/final valido","60.A data=45061 h1= h2="
Karitel,PIVÔ 60,29,"sem horimetro inicial/final valido","60.A data=45063 h1= h2=581"
Karitel,PIVÔ 60,30,"sem horimetro inicial/final valido","60.A data=45066 h1= h2="
Karitel,PIVÔ 60,31,"sem horimetro inicial/final valido","60.A data=45068 h1= h2="
Karitel,PIVÔ 60,32,"sem horimetro inicial/final valido","60.A data=45070 h1= h2="
Karitel,PIVÔ 60,33,"sem horimetro inicial/final valido","60.A data=26/05/2023 h1= h2="
Karitel,PIVÔ 60,34,"sem horimetro inicial/final valido","60.A data=28/05/2023 h1= h2="
Karitel,PIVÔ 60,35,"sem horimetro inicial/final valido","60.A data=30/05/2023 h1= h2="
Karitel,PIVÔ 60,36,"sem horimetro inicial/final valido","60.A data=45078 h1= h2="
Karitel,PIVÔ 60,37,"sem data de inicio","60.A"
Karitel,PIVÔ 60,38,"sem data de inicio","60.A"
Karitel,PIVÔ 60,39,"sem data de inicio","60.A"
Karitel,PIVÔ 60,47,"sem horimetro inicial/final valido","60.A data=45124 h1= h2=761.2"
Karitel,PIVÔ 60,94,"sem data de inicio","60.A+B"
Karitel,PIVÔ 60,95,"sem data de inicio","60.A+B"
Karitel,PIVÔ 60,96,"sem data de inicio","60.A+B"
Karitel,PIVÔ 60,142,"sem data de inicio","60.A"
Karitel,PIVÔ 60,143,"sem data de inicio","60.A"
Karitel,PIVÔ 60,155,"sem horimetro inicial/final valido","60.A data=45493 h1= h2=80.8"
Karitel,PIVÔ 60,171,"sem data de inicio","60.A"
Karitel,PIVÔ 60,172,"sem data de inicio","60.A"
Karitel,PIVÔ 60,173,"sem data de inicio","60.A"
Karitel,PIVÔ 60,174,"sem data de inicio","60.A"
Karitel,PIVÔ 61,8,"sem horimetro inicial/final valido","61.A data=44978 h1= h2=48.9"
Karitel,PIVÔ 61,28,"sem horimetro inicial/final valido","61.A data=45053 h1= h2=547"
Karitel,PIVÔ 61,30,"sem horimetro inicial/final valido","61.A data=45057 h1=565.70000000000005 h2="
Karitel,PIVÔ 61,31,"sem horimetro inicial/final valido","61.A data=45060 h1= h2="
Karitel,PIVÔ 61,32,"sem horimetro inicial/final valido","61.A data=45062 h1= h2="
Karitel,PIVÔ 61,33,"sem horimetro inicial/final valido","61.A data=45064 h1= h2="
Karitel,PIVÔ 61,36,"sem horimetro inicial/final valido","61.A data=45071 h1=34.700000000000003 h2="
Karitel,PIVÔ 61,37,"sem horimetro inicial/final valido","61.A data=27/05/2023 h1= h2=68.900000000000006"
Karitel,PIVÔ 61,38,"data de inicio nao parseavel como serial Excel plausivel","61.A data=29/05/2023"
Karitel,PIVÔ 61,44,"sem data de inicio","61.A"
Karitel,PIVÔ 61,45,"sem data de inicio","61.A"
Karitel,PIVÔ 61,46,"sem data de inicio","61.A"
Karitel,PIVÔ 61,47,"sem data de inicio","61.A"
Karitel,PIVÔ 61,48,"sem data de inicio","61.A"
Karitel,PIVÔ 61,49,"sem data de inicio","61.A"
Karitel,PIVÔ 61,127,"sem data de inicio","61.A+B+C+D"
Karitel,PIVÔ 61,195,"sem data de inicio","60.A"
Karitel,PIVÔ 61,196,"sem data de inicio","60.A"
Karitel,PIVÔ 61,197,"sem data de inicio","60.A"
Karitel,PIVÔ 61,198,"sem data de inicio","60.A"
Karitel,PIVÔ 61,199,"sem data de inicio","60.A"
Karitel,PIVÔ 61,200,"sem data de inicio","60.A"
Karitel,PIVÔ 61,201,"sem data de inicio","60.A"
Karitel,PIVÔ 61,202,"sem data de inicio","60.A"
Karitel,PIVÔ 61,203,"sem data de inicio","60.A"
Karitel,PIVÔ 61,204,"sem data de inicio","60.A"
Karitel,PIVÔ 61,205,"sem data de inicio","60.A"
Karitel,PIVÔ 62,8,"sem horimetro inicial/final valido","62.A data=44977 h1= h2=120.4"
Karitel,PIVÔ 62,25,"sem horimetro inicial/final valido","62.A data=45046 h1=462 h2="
Karitel,PIVÔ 62,26,"sem horimetro inicial/final valido","62.A data=45053 h1= h2="
Karitel,PIVÔ 62,27,"sem horimetro inicial/final valido","62.A data=45055 h1=489.2 h2="
Karitel,PIVÔ 62,28,"sem horimetro inicial/final valido","62.A data=45057 h1= h2="
Karitel,PIVÔ 62,29,"sem horimetro inicial/final valido","62.A data=45062 h1= h2="
Karitel,PIVÔ 62,30,"sem horimetro inicial/final valido","62.A data=45064 h1= h2="
Karitel,PIVÔ 62,34,"data de inicio nao parseavel como serial Excel plausivel","62.A data=27/05/2023"
Karitel,PIVÔ 62,35,"data de inicio nao parseavel como serial Excel plausivel","62.A data=29/05/2023"
Karitel,PIVÔ 62,37,"sem horimetro inicial/final valido","62.A data=45081 h1=84.6 h2="
Karitel,PIVÔ 62,38,"sem horimetro inicial/final valido","62.A data=45089 h1= h2="
Karitel,PIVÔ 62,39,"sem horimetro inicial/final valido","62.A data=45094 h1= h2=141.4"
Karitel,PIVÔ 62,40,"sem data de inicio","62.A"
Karitel,PIVÔ 62,119,"sem horimetro inicial/final valido","62.A+B data=45240 h1=1037.7 h2="
Karitel,PIVÔ 62,120,"sem horimetro inicial/final valido","62.C+D data=45240 h1= h2="
Karitel,PIVÔ 62,121,"sem horimetro inicial/final valido","62.C+D data=45242 h1= h2="
Karitel,PIVÔ 62,122,"sem horimetro inicial/final valido","62.A+B data=45243 h1= h2="
Karitel,PIVÔ 62,123,"sem horimetro inicial/final valido","62.C+D data=45244 h1= h2="
Karitel,PIVÔ 62,124,"sem horimetro inicial/final valido","62.A+B data=45245 h1= h2=1130.7"
Karitel,PIVÔ 62,135,"sem data de inicio","62.A+B+C+D"
Karitel,PIVÔ 62,189,"numero de pivo fora da faixa plausivel (1-250)","2024"
Karitel,PIVÔ 66,8,"sem horimetro inicial/final valido","66.A data=44974 h1= h2=55.2"
Karitel,PIVÔ 66,17,"sem horimetro inicial/final valido","66.A data=45009 h1=296.2 h2=???"
Karitel,PIVÔ 66,31,"sem horimetro inicial/final valido","66.A data=45054 h1= h2="
Karitel,PIVÔ 66,32,"sem horimetro inicial/final valido","66.A data=45056 h1= h2="
Karitel,PIVÔ 66,33,"sem horimetro inicial/final valido","66.A data=45059 h1= h2=660.9"
Karitel,PIVÔ 66,36,"sem horimetro inicial/final valido","66.A data=45066 h1= h2="
Karitel,PIVÔ 66,37,"sem horimetro inicial/final valido","66.A data=45068 h1= h2="
Karitel,PIVÔ 66,38,"sem horimetro inicial/final valido","66.A data=45070 h1= h2=43.5"
Karitel,PIVÔ 66,39,"data de inicio nao parseavel como serial Excel plausivel","66.A data=26/05/2023"
Karitel,PIVÔ 66,40,"data de inicio nao parseavel como serial Excel plausivel","66.A data=28/05/2023"
Karitel,PIVÔ 66,41,"data de inicio nao parseavel como serial Excel plausivel","66.A data=30/05/2023"
Karitel,PIVÔ 66,43,"sem data de inicio","66.A"
Karitel,PIVÔ 66,44,"sem data de inicio","66.A"
Karitel,PIVÔ 66,52,"sem horimetro inicial/final valido","66.A+B data=45122 h1= h2=163.69999999999999"
Karitel,PIVÔ 66,58,"sem data de inicio","66.A"
Karitel,PIVÔ 66,59,"sem data de inicio","66.A"
Karitel,PIVÔ 66,60,"sem data de inicio","66.A"
Karitel,PIVÔ 66,61,"sem data de inicio","66.A"
Karitel,PIVÔ 66,62,"sem data de inicio","66.A"
Karitel,PIVÔ 66,70,"sem horimetro inicial/final valido","66.A data=45272 h1= h2=1169.2"
Karitel,PIVÔ 66,106,"sem data de inicio","66.A"
Karitel,PIVÔ 66,107,"sem data de inicio","66.A"
Karitel,PIVÔ 66,138,"sem data de inicio","66.A"
Karitel,PIVÔ 66,139,"sem data de inicio","66.A"
Karitel,PIVÔ 66,140,"sem data de inicio","66.A"
Karitel,PIVÔ 66,141,"sem data de inicio","66.A"
Karitel,PIVÔ 67,8,"sem horimetro inicial/final valido","67.A data=44976 h1= h2=65"
Karitel,PIVÔ 67,10,"sem horimetro inicial/final valido","67.A data=44997 h1= h2="
Karitel,PIVÔ 67,11,"sem horimetro inicial/final valido","67.A data=45003 h1=83.5 h2="
Karitel,PIVÔ 67,12,"sem horimetro inicial/final valido","67.A data=45009 h1= h2="
Karitel,PIVÔ 67,13,"sem horimetro inicial/final valido","67.A data=45012 h1=64 h2="
Karitel,PIVÔ 67,14,"sem horimetro inicial/final valido","67.A data=45015 h1= h2="
Karitel,PIVÔ 67,15,"sem horimetro inicial/final valido","67.A data=45017 h1= h2="
Karitel,PIVÔ 67,16,"sem horimetro inicial/final valido","67.A data=45019 h1=6 h2="
Karitel,PIVÔ 67,17,"sem horimetro inicial/final valido","67.A data=45022 h1= h2=System.Xml.XmlElement"
Karitel,PIVÔ 67,18,"sem horimetro inicial/final valido","67.A data=45025 h1= h2="
Karitel,PIVÔ 67,19,"sem horimetro inicial/final valido","67.A data=45029 h1= h2="
Karitel,PIVÔ 67,20,"sem horimetro inicial/final valido","67.A data=45031 h1= h2="
Karitel,PIVÔ 67,21,"sem horimetro inicial/final valido","67.A data=45034 h1= h2="
Karitel,PIVÔ 67,22,"sem horimetro inicial/final valido","67.A data=45035 h1= h2="
Karitel,PIVÔ 67,23,"sem horimetro inicial/final valido","67.A data=45037 h1= h2="
Karitel,PIVÔ 67,24,"sem horimetro inicial/final valido","67.A data=45041 h1= h2="
Karitel,PIVÔ 67,25,"sem horimetro inicial/final valido","67.A data=45043 h1= h2="
Karitel,PIVÔ 67,26,"sem horimetro inicial/final valido","67.A data=45045 h1= h2="
Karitel,PIVÔ 67,27,"sem horimetro inicial/final valido","67.A data=45051 h1= h2="
Karitel,PIVÔ 67,28,"sem horimetro inicial/final valido","67.A data=45054 h1= h2="
Karitel,PIVÔ 67,29,"sem horimetro inicial/final valido","67.A data=45056 h1= h2="
Karitel,PIVÔ 67,30,"sem horimetro inicial/final valido","67.A data=45059 h1= h2="
Karitel,PIVÔ 67,31,"sem horimetro inicial/final valido","67.A data=45063 h1= h2="
Karitel,PIVÔ 67,32,"sem horimetro inicial/final valido","67.A data=45066 h1= h2="
Karitel,PIVÔ 67,33,"sem horimetro inicial/final valido","67.A data=45068 h1= h2="
Karitel,PIVÔ 67,34,"sem horimetro inicial/final valido","67.A data=26/05/2023 h1= h2=53.3"
Karitel,PIVÔ 67,35,"data de inicio nao parseavel como serial Excel plausivel","67.A data=28/05/2023"
Karitel,PIVÔ 67,36,"data de inicio nao parseavel como serial Excel plausivel","67.A data=30/05/2023"
Karitel,PIVÔ 67,43,"sem data de inicio","67.A"
Karitel,PIVÔ 67,44,"sem data de inicio","67.A"
Karitel,PIVÔ 67,45,"sem data de inicio","67.A"
Karitel,PIVÔ 67,46,"sem data de inicio","67.A"
Karitel,PIVÔ 67,47,"sem data de inicio","67.A"
Karitel,PIVÔ 67,48,"sem data de inicio","67.A"
Karitel,PIVÔ 67,90,"sem data de inicio","67.A+B"
Karitel,PIVÔ 67,91,"sem data de inicio","67.A+B"
Karitel,PIVÔ 67,100,"sem horimetro inicial/final valido","67.A data=45272 h1= h2=ok"
Karitel,PIVÔ 67,101,"sem horimetro inicial/final valido","67.A data=45274 h1= h2=ok"
Karitel,PIVÔ 67,102,"sem horimetro inicial/final valido","67.A data=45279 h1= h2=ok"
Karitel,PIVÔ 67,103,"sem horimetro inicial/final valido","67.A data=45285 h1= h2=ok"
Karitel,PIVÔ 67,104,"sem horimetro inicial/final valido","67.A data=45286 h1= h2=ok"
Karitel,PIVÔ 67,105,"sem horimetro inicial/final valido","67.A data=45288 h1= h2=ok"
Karitel,PIVÔ 67,106,"sem horimetro inicial/final valido","67.A data=45289 h1= h2=ok"
Karitel,PIVÔ 67,107,"sem horimetro inicial/final valido","67.A data=45291 h1= h2=ok"
Karitel,PIVÔ 67,108,"sem horimetro inicial/final valido","67.A data=45303 h1= h2=ok"
